,year,state,district,chloride,sdp,intercept,gini
7879,2010,westbengal,murshidabad,,456461.5424521131,1,0.22
7880,2011,westbengal,murshidabad,,473205.0,1,0.22
7881,2012,westbengal,murshidabad,,492901.0,1,0.22
7882,2013,westbengal,murshidabad,70.034485,503952.0,1,0.22
7883,2014,westbengal,murshidabad,,515702.0,1,0.22
7884,2015,westbengal,murshidabad,,546988.0,1,0.22
7885,2016,westbengal,murshidabad,65.04808,584911.0,1,0.22
7886,2017,westbengal,murshidabad,140.23334,623787.0,1,0.22
7887,2018,westbengal,murshidabad,99.304688,659288.0,1,0.22
7888,2000,uttarpradesh,muzaffarnagar,,351083.83971582167,1,0.27
7889,2001,uttarpradesh,muzaffarnagar,52.599998,357470.77254969825,1,0.27
7890,2002,uttarpradesh,muzaffarnagar,,369037.9006500751,1,0.27
7891,2003,uttarpradesh,muzaffarnagar,,388468.5695531362,1,0.27
7892,2004,uttarpradesh,muzaffarnagar,,407921.1791392405,1,0.27
7893,2005,uttarpradesh,muzaffarnagar,,431731.25103797467,1,0.27
7894,2006,uttarpradesh,muzaffarnagar,,466022.3453164557,1,0.27
7895,2007,uttarpradesh,muzaffarnagar,,495890.4340253165,1,0.27
7896,2008,uttarpradesh,muzaffarnagar,,533571.6164050633,1,0.27
7897,2009,uttarpradesh,muzaffarnagar,,566760.9320506329,1,0.27
7898,2010,uttarpradesh,muzaffarnagar,,612018.6082025316,1,0.27
7899,2011,uttarpradesh,muzaffarnagar,,645132.0,1,0.27
7900,2012,uttarpradesh,muzaffarnagar,,673552.0,1,0.27
7901,2013,uttarpradesh,muzaffarnagar,,707469.0,1,0.27
7902,2014,uttarpradesh,muzaffarnagar,,729686.0,1,0.27
7903,2015,uttarpradesh,muzaffarnagar,,792049.0,1,0.27
7904,2016,uttarpradesh,muzaffarnagar,27.0,888453.0,1,0.27
7905,2017,uttarpradesh,muzaffarnagar,,922458.0,1,0.27
7906,2018,uttarpradesh,muzaffarnagar,32.837498,949184.0,1,0.27
7907,2000,bihar,muzaffarpur,,110615.1637047949,1,0.24
7908,2001,bihar,muzaffarpur,52.599998,104271.73783034184,1,0.24
7909,2002,bihar,muzaffarpur,,117457.4875518244,1,0.24
7910,2003,bihar,muzaffarpur,,109883.30924089148,1,0.24
7911,2004,bihar,muzaffarpur,,123786.48249318644,1,0.24
7912,2005,bihar,muzaffarpur,,120702.7141776237,1,0.24
7913,2006,bihar,muzaffarpur,59.512501,141592.2454273824,1,0.24
7914,2007,bihar,muzaffarpur,70.900002,148922.3697701531,1,0.24
7915,2008,bihar,muzaffarpur,76.0,171625.46728329768,1,0.24
7916,2009,bihar,muzaffarpur,35.533333,179835.9122150076,1,0.24
7917,2010,bihar,muzaffarpur,77.14286,207295.21074574773,1,0.24
7918,2011,bihar,muzaffarpur,90.388885,228497.0,1,0.24
7919,2012,bihar,muzaffarpur,53.0,236933.0,1,0.24
7920,2013,bihar,muzaffarpur,55.625,246915.0,1,0.24
7921,2014,bihar,muzaffarpur,,255739.0,1,0.24
7922,2015,bihar,muzaffarpur,,269200.0,1,0.24
7923,2016,bihar,muzaffarpur,47.471199,289265.0,1,0.24
7924,2017,bihar,muzaffarpur,,312605.0,1,0.24
7925,2018,bihar,muzaffarpur,,345545.0,1,0.24
7926,2000,karnataka,mysore,,276258.6426431352,1,0.33
7927,2001,karnataka,mysore,72.125,281266.3155456815,1,0.33
7928,2002,karnataka,mysore,138.375,296352.99111225107,1,0.33
7929,2003,karnataka,mysore,122.30769,302124.54632196546,1,0.33
7930,2004,karnataka,mysore,151.33333,332758.6518626028,1,0.33
7931,2005,karnataka,mysore,147.16667,366994.563425254,1,0.33
7932,2006,karnataka,mysore,51.57143,405152.5474600871,1,0.33
7933,2007,karnataka,mysore,169.36842,455994.0619254959,1,0.33
7934,2008,karnataka,mysore,,488433.38238993706,1,0.33
7935,2009,karnataka,mysore,140.29411,488554.19922593125,1,0.33
7936,2010,karnataka,mysore,152.56522,538791.629511369,1,0.33
7937,2011,karnataka,mysore,,554952.0,1,0.33
7938,2012,karnataka,mysore,120.47059,593192.0,1,0.33
7939,2013,karnataka,mysore,121.51225,646787.0,1,0.33
7940,2014,karnataka,mysore,310.78571,671283.0,1,0.33
7941,2015,karnataka,mysore,,749952.0,1,0.33
7942,2016,karnataka,mysore,127.278,851394.0,1,0.33
7943,2017,karnataka,mysore,98.074997,915642.0,1,0.33
7944,2018,karnataka,mysore,139.78125,974815.0,1,0.33
7945,2000,odisha,nabarangpur,37.0,98181.20095221567,1,0.28
7946,2001,odisha,nabarangpur,,104158.31573762312,1,0.28
7947,2002,odisha,nabarangpur,60.383331,103409.86331502158,1,0.28
7948,2003,odisha,nabarangpur,,118510.2192096142,1,0.28
7949,2004,odisha,nabarangpur,36.139999,133986.11438993324,1,0.28
7950,2005,odisha,nabarangpur,,139933.87047902113,1,0.28
7951,2006,odisha,nabarangpur,,157355.39593546148,1,0.28
7952,2007,odisha,nabarangpur,,170849.19512100978,1,0.28
7953,2008,odisha,nabarangpur,50.283928,183688.7017215425,1,0.28
7954,2009,odisha,nabarangpur,98.230766,185166.7723202224,1,0.28
7955,2010,odisha,nabarangpur,,196839.58852819703,1,0.28
7956,2011,odisha,nabarangpur,,204226.0,1,0.28
7957,2012,odisha,nabarangpur,71.709999,216301.0,1,0.28
7958,2013,odisha,nabarangpur,61.857143,233122.0,1,0.28
7959,2014,odisha,nabarangpur,54.951668,235931.0,1,0.28
7960,2015,odisha,nabarangpur,69.055557,253192.0,1,0.28
7961,2016,odisha,nabarangpur,45.679546,293348.0,1,0.28
7962,2017,odisha,nabarangpur,55.782608,316192.0,1,0.28
7963,2018,odisha,nabarangpur,46.0,338339.0,1,0.28
7964,2000,westbengal,nadia,106.71429,247972.31111561856,1,0.25
7965,2001,westbengal,nadia,159.92857,265880.32837131777,1,0.25
7966,2002,westbengal,nadia,50.310345,275199.53359278664,1,0.25
7967,2003,westbengal,nadia,,291369.5209867059,1,0.25
7968,2004,westbengal,nadia,57.624138,310686.6999675226,1,0.25
7969,2005,westbengal,nadia,67.89286,330248.80030542583,1,0.25
7970,2006,westbengal,nadia,56.132259,356170.8313006164,1,0.25
7971,2007,westbengal,nadia,49.426922,383881.4906091932,1,0.25
7972,2008,westbengal,nadia,22.25,399354.5969692363,1,0.25
7973,2009,westbengal,nadia,74.166664,430366.20743387047,1,0.25
7974,2010,westbengal,nadia,134.15384,456461.5424521131,1,0.25
7975,2011,westbengal,nadia,40.092857,473205.0,1,0.25
7976,2012,westbengal,nadia,118.86429,492901.0,1,0.25
7977,2013,westbengal,nadia,88.666664,503952.0,1,0.25
7978,2014,westbengal,nadia,,515702.0,1,0.25
7979,2015,westbengal,nadia,17.666666,546988.0,1,0.25
7980,2016,westbengal,nadia,320.75674,584911.0,1,0.25
7981,2017,westbengal,nadia,54.228573,623787.0,1,0.25
7982,2018,westbengal,nadia,59.201633,659288.0,1,0.25
7983,2000,assam,nagaon,,76319.67589577519,1,0.24
7984,2001,assam,nagaon,,78289.23092102491,1,0.24
7985,2002,assam,nagaon,,83032.90536200421,1,0.24
7986,2003,assam,nagaon,,88141.65670849023,1,0.24
7987,2004,assam,nagaon,,91169.23716052705,1,0.24
7988,2005,assam,nagaon,,93915.07735054224,1,0.24
7989,2006,assam,nagaon,,98156.54055749752,1,0.24
7990,2007,assam,nagaon,,102351.6278569508,1,0.24
7991,2008,assam,nagaon,,108448.12736398671,1,0.24
7992,2009,assam,nagaon,,118440.20310119208,1,0.24
7993,2010,assam,nagaon,,124268.10881061218,1,0.24
7994,2011,assam,nagaon,,129354.0,1,0.24
7995,2012,assam,nagaon,,132518.0,1,0.24
7996,2013,assam,nagaon,,138725.0,1,0.24
7997,2014,assam,nagaon,61.307693,146425.0,1,0.24
7998,2015,assam,nagaon,75.099998,167629.0,1,0.24
7999,2016,assam,nagaon,41.309109,179632.0,1,0.24
8000,2017,assam,nagaon,63.516666,195262.0,1,0.24
8001,2018,assam,nagaon,52.466,204627.0,1,0.24
8002,2000,tamilnadu,nagapattinam,364.66666,288498.3205747694,1,0.26
8003,2001,tamilnadu,nagapattinam,197.57143,282908.6927283517,1,0.26
8004,2002,tamilnadu,nagapattinam,376.66666,284324.36644762417,1,0.26
8005,2003,tamilnadu,nagapattinam,,302043.121385615,1,0.26
8006,2004,tamilnadu,nagapattinam,239.25,337921.3167903381,1,0.26
8007,2005,tamilnadu,nagapattinam,409.5,386683.4090471607,1,0.26
8008,2006,tamilnadu,nagapattinam,381.55554,447233.3527585457,1,0.26
8009,2007,tamilnadu,nagapattinam,359.125,475248.4774441926,1,0.26
8010,2008,tamilnadu,nagapattinam,,500384.2601757273,1,0.26
8011,2009,tamilnadu,nagapattinam,380.5,552763.8529603527,1,0.26
8012,2010,tamilnadu,nagapattinam,,628152.0055419293,1,0.26
8013,2011,tamilnadu,nagapattinam,199.44444,674478.0,1,0.26
8014,2012,tamilnadu,nagapattinam,204.33333,709343.0,1,0.26
8015,2013,tamilnadu,nagapattinam,175.375,750416.0,1,0.26
8016,2014,tamilnadu,nagapattinam,211.77777,791915.0,1,0.26
8017,2015,tamilnadu,nagapattinam,350.89999,862437.0,1,0.26
8018,2016,tamilnadu,nagapattinam,271.20251,922084.0,1,0.26
8019,2017,tamilnadu,nagapattinam,395.3623,1000308.0,1,0.26
8020,2018,tamilnadu,nagapattinam,345.89072,1071602.0,1,0.26
8021,2000,rajasthan,nagaur,930.0,174261.4982756208,1,0.22
8022,2001,rajasthan,nagaur,725.24139,194105.2216453936,1,0.22
8023,2002,rajasthan,nagaur,736.42859,170786.6612538214,1,0.22
8024,2003,rajasthan,nagaur,,225128.6442802708,1,0.22
8025,2004,rajasthan,nagaur,740.42859,219623.783673409,1,0.22
8026,2005,rajasthan,nagaur,757.65216,234376.38095379013,1,0.22
8027,2006,rajasthan,nagaur,840.375,261962.91892931657,1,0.22
8028,2007,rajasthan,nagaur,635.96552,273897.97681369574,1,0.22
8029,2008,rajasthan,nagaur,874.25,296931.6051077934,1,0.22
8030,2009,rajasthan,nagaur,686.30432,314236.5616057293,1,0.22
8031,2010,rajasthan,nagaur,987.94116,361436.6835150852,1,0.22
8032,2011,rajasthan,nagaur,1336.5862,395331.0,1,0.22
8033,2012,rajasthan,nagaur,965.20831,409802.0,1,0.22
8034,2013,rajasthan,nagaur,987.7619,434292.0,1,0.22
8035,2014,rajasthan,nagaur,1134.8182,465408.0,1,0.22
8036,2015,rajasthan,nagaur,1107.0,501922.0,1,0.22
8037,2016,rajasthan,nagaur,1101.8125,529650.0,1,0.22
8038,2017,rajasthan,nagaur,1199.3,557618.0,1,0.22
8039,2018,rajasthan,nagaur,791.375,568102.0,1,0.22
8040,2000,maharashtra,nagpur,83.909088,462182.04589375335,1,0.34
8041,2001,maharashtra,nagpur,113.0625,478508.99779191246,1,0.34
8042,2002,maharashtra,nagpur,123.83871,511507.574365965,1,0.34
8043,2003,maharashtra,nagpur,,551013.221724762,1,0.34
8044,2004,maharashtra,nagpur,114.39394,599028.1154943785,1,0.34
8045,2005,maharashtra,nagpur,136.38965,685815.41856348,1,0.34
8046,2006,maharashtra,nagpur,134.64632,780279.5182740722,1,0.34
8047,2007,maharashtra,nagpur,175.52779,871096.2491881064,1,0.34
8048,2008,maharashtra,nagpur,180.60736,884779.143581586,1,0.34
8049,2009,maharashtra,nagpur,102.08,970264.8556553776,1,0.34
8050,2010,maharashtra,nagpur,,1080814.2888602451,1,0.34
8051,2011,maharashtra,nagpur,,1126595.0,1,0.34
8052,2012,maharashtra,nagpur,164.63158,1189711.0,1,0.34
8053,2013,maharashtra,nagpur,115.875,1267551.0,1,0.34
8054,2014,maharashtra,nagpur,118.84814,1345341.0,1,0.34
8055,2015,maharashtra,nagpur,133.37288,1452513.0,1,0.34
8056,2016,maharashtra,nagpur,115.30612,1596121.0,1,0.34
8057,2017,maharashtra,nagpur,64.643112,1661065.0,1,0.34
8058,2018,maharashtra,nagpur,70.542931,1728578.0,1,0.34
8059,2000,uttarakhand,nainital,14.0,30800.418529264123,1,0.33
8060,2001,uttarakhand,nainital,,32261.8594656789,1,0.33
8061,2002,uttarakhand,nainital,,35282.66032922301,1,0.33
8062,2003,uttarakhand,nainital,,38073.35156458789,1,0.33
8063,2004,uttarakhand,nainital,14.0,43081.90793963752,1,0.33
8064,2005,uttarakhand,nainital,9.2166662,49190.07507393645,1,0.33
8065,2006,uttarakhand,nainital,,55116.54356563282,1,0.33
8066,2007,uttarakhand,nainital,12.033333,64750.43755213468,1,0.33
8067,2008,uttarakhand,nainital,13.585714,71643.38818533404,1,0.33
8068,2009,uttarakhand,nainital,10.7625,83904.18063244104,1,0.33
8069,2010,uttarakhand,nainital,11.1,92718.49776294836,1,0.33
8070,2011,uttarakhand,nainital,7.0999999,101960.0,1,0.33
8071,2012,uttarakhand,nainital,9.5,109528.0,1,0.33
8072,2013,uttarakhand,nainital,,117778.0,1,0.33
8073,2014,uttarakhand,nainital,12.3,125702.0,1,0.33
8074,2015,uttarakhand,nainital,15.02,136144.0,1,0.33
8075,2016,uttarakhand,nainital,21.642857,150303.0,1,0.33
8076,2017,uttarakhand,nainital,,162205.0,1,0.33
8077,2018,uttarakhand,nainital,,166519.0,1,0.33
8078,2000,bihar,nalanda,,110615.1637047949,1,0.27
8079,2001,bihar,nalanda,119.16666,104271.73783034184,1,0.27
8080,2002,bihar,nalanda,,117457.4875518244,1,0.27
8081,2003,bihar,nalanda,,109883.30924089148,1,0.27
8082,2004,bihar,nalanda,,123786.48249318644,1,0.27
8083,2005,bihar,nalanda,35.5,120702.7141776237,1,0.27
8084,2006,bihar,nalanda,,141592.2454273824,1,0.27
8085,2007,bihar,nalanda,110.33334,148922.3697701531,1,0.27
8086,2008,bihar,nalanda,69.0,171625.46728329768,1,0.27
8087,2009,bihar,nalanda,87.0,179835.9122150076,1,0.27
8088,2010,bihar,nalanda,101.4,207295.21074574773,1,0.27
8089,2011,bihar,nalanda,86.333336,228497.0,1,0.27
8090,2012,bihar,nalanda,75.648003,236933.0,1,0.27
8091,2013,bihar,nalanda,141.632,246915.0,1,0.27
8092,2014,bihar,nalanda,,255739.0,1,0.27
8093,2015,bihar,nalanda,,269200.0,1,0.27
8094,2016,bihar,nalanda,131.96082,289265.0,1,0.27
8095,2017,bihar,nalanda,,312605.0,1,0.27
8096,2018,bihar,nalanda,,345545.0,1,0.27
8097,2000,assam,nalbari,,76319.67589577519,1,0.26
8098,2001,assam,nalbari,,78289.23092102491,1,0.26
8099,2002,assam,nalbari,,83032.90536200421,1,0.26
8100,2003,assam,nalbari,,88141.65670849023,1,0.26
8101,2004,assam,nalbari,,91169.23716052705,1,0.26
8102,2005,assam,nalbari,,93915.07735054224,1,0.26
8103,2006,assam,nalbari,,98156.54055749752,1,0.26
8104,2007,assam,nalbari,,102351.6278569508,1,0.26
8105,2008,assam,nalbari,,108448.12736398671,1,0.26
8106,2009,assam,nalbari,,118440.20310119208,1,0.26
8107,2010,assam,nalbari,,124268.10881061218,1,0.26
8108,2011,assam,nalbari,,129354.0,1,0.26
8109,2012,assam,nalbari,,132518.0,1,0.26
8110,2013,assam,nalbari,,138725.0,1,0.26
8111,2014,assam,nalbari,,146425.0,1,0.26
8112,2015,assam,nalbari,12.0,167629.0,1,0.26
8113,2016,assam,nalbari,23.747288,179632.0,1,0.26
8114,2017,assam,nalbari,,195262.0,1,0.26
8115,2018,assam,nalbari,24.815001,204627.0,1,0.26
8116,2000,telangana,nalgonda,380.25,,1,0.32
8117,2001,telangana,nalgonda,409.802,,1,0.32
8118,2002,telangana,nalgonda,379.10001,,1,0.32
8119,2003,telangana,nalgonda,,,1,0.32
8120,2004,telangana,nalgonda,612.0,161790.06689829516,1,0.32
8121,2005,telangana,nalgonda,615.0,187774.5444577278,1,0.32
8122,2006,telangana,nalgonda,521.25,208477.0974396334,1,0.32
8123,2007,telangana,nalgonda,626.79999,229691.84931694492,1,0.32
8124,2008,telangana,nalgonda,532.71429,260994.6924820364,1,0.32
8125,2009,telangana,nalgonda,158.0,261701.24352747787,1,0.32
8126,2010,telangana,nalgonda,633.0,307973.2512484278,1,0.32
8127,2011,telangana,nalgonda,402.79999,325139.0,1,0.32
8128,2012,telangana,nalgonda,234.75,334205.0,1,0.32
8129,2013,telangana,nalgonda,287.625,349593.0,1,0.32
8130,2014,telangana,nalgonda,346.73334,372897.0,1,0.32
8131,2015,telangana,nalgonda,276.29031,416892.0,1,0.32
8132,2016,telangana,nalgonda,262.35999,455731.0,1,0.32
8133,2017,telangana,nalgonda,289.25806,498145.0,1,0.32
8134,2018,telangana,nalgonda,289.11539,544441.0,1,0.32
8135,2000,tamilnadu,namakkal,430.16666,288498.3205747694,1,0.32
8136,2001,tamilnadu,namakkal,434.44446,282908.6927283517,1,0.32
8137,2002,tamilnadu,namakkal,446.84616,284324.36644762417,1,0.32
8138,2003,tamilnadu,namakkal,,302043.121385615,1,0.32
8139,2004,tamilnadu,namakkal,649.88232,337921.3167903381,1,0.32
8140,2005,tamilnadu,namakkal,514.8421,386683.4090471607,1,0.32
8141,2006,tamilnadu,namakkal,611.19049,447233.3527585457,1,0.32
8142,2007,tamilnadu,namakkal,468.23077,475248.4774441926,1,0.32
8143,2008,tamilnadu,namakkal,,500384.2601757273,1,0.32
8144,2009,tamilnadu,namakkal,250.08333,552763.8529603527,1,0.32
8145,2010,tamilnadu,namakkal,422.76923,628152.0055419293,1,0.32
8146,2011,tamilnadu,namakkal,238.55556,674478.0,1,0.32
8147,2012,tamilnadu,namakkal,,709343.0,1,0.32
8148,2013,tamilnadu,namakkal,467.0,750416.0,1,0.32
8149,2014,tamilnadu,namakkal,521.91998,791915.0,1,0.32
8150,2015,tamilnadu,namakkal,456.9375,862437.0,1,0.32
8151,2016,tamilnadu,namakkal,403.62308,922084.0,1,0.32
8152,2017,tamilnadu,namakkal,341.54147,1000308.0,1,0.32
8153,2018,tamilnadu,namakkal,314.75073,1071602.0,1,0.32
8154,2000,maharashtra,nanded,70.0,462182.04589375335,1,0.3
8155,2001,maharashtra,nanded,71.04348,478508.99779191246,1,0.3
8156,2002,maharashtra,nanded,75.678574,511507.574365965,1,0.3
8157,2003,maharashtra,nanded,,551013.221724762,1,0.3
8158,2004,maharashtra,nanded,77.96154,599028.1154943785,1,0.3
8159,2005,maharashtra,nanded,66.451057,685815.41856348,1,0.3
8160,2006,maharashtra,nanded,106.74194,780279.5182740722,1,0.3
8161,2007,maharashtra,nanded,101.14286,871096.2491881064,1,0.3
8162,2008,maharashtra,nanded,94.333336,884779.143581586,1,0.3
8163,2009,maharashtra,nanded,76.75,970264.8556553776,1,0.3
8164,2010,maharashtra,nanded,199.0,1080814.2888602451,1,0.3
8165,2011,maharashtra,nanded,,1126595.0,1,0.3
8166,2012,maharashtra,nanded,132.37038,1189711.0,1,0.3
8167,2013,maharashtra,nanded,128.96774,1267551.0,1,0.3
8168,2014,maharashtra,nanded,147.78297,1345341.0,1,0.3
8169,2015,maharashtra,nanded,147.6875,1452513.0,1,0.3
8170,2016,maharashtra,nanded,119.46452,1596121.0,1,0.3
8171,2017,maharashtra,nanded,131.56952,1661065.0,1,0.3
8172,2018,maharashtra,nanded,120.51285,1728578.0,1,0.3
8173,2000,maharashtra,nandurbar,79.0,462182.04589375335,1,0.25
8174,2001,maharashtra,nandurbar,64.333336,478508.99779191246,1,0.25
8175,2002,maharashtra,nandurbar,74.0,511507.574365965,1,0.25
8176,2003,maharashtra,nandurbar,,551013.221724762,1,0.25
8177,2004,maharashtra,nandurbar,101.33334,599028.1154943785,1,0.25
8178,2005,maharashtra,nandurbar,117.0,685815.41856348,1,0.25
8179,2006,maharashtra,nandurbar,97.428574,780279.5182740722,1,0.25
8180,2007,maharashtra,nandurbar,85.333336,871096.2491881064,1,0.25
8181,2008,maharashtra,nandurbar,86.214287,884779.143581586,1,0.25
8182,2009,maharashtra,nandurbar,73.714287,970264.8556553776,1,0.25
8183,2010,maharashtra,nandurbar,,1080814.2888602451,1,0.25
8184,2011,maharashtra,nandurbar,,1126595.0,1,0.25
8185,2012,maharashtra,nandurbar,65.777779,1189711.0,1,0.25
8186,2013,maharashtra,nandurbar,126.0,1267551.0,1,0.25
8187,2014,maharashtra,nandurbar,80.565216,1345341.0,1,0.25
8188,2015,maharashtra,nandurbar,89.0,1452513.0,1,0.25
8189,2016,maharashtra,nandurbar,155.63158,1596121.0,1,0.25
8190,2017,maharashtra,nandurbar,149.24423,1661065.0,1,0.25
8191,2018,maharashtra,nandurbar,117.70581,1728578.0,1,0.25
8192,2000,telangana,narayanpet,1063.5,,1,
8193,2001,telangana,narayanpet,,,1,
8194,2002,telangana,narayanpet,742.33331,,1,
8195,2003,telangana,narayanpet,386.5,,1,
8196,2004,telangana,narayanpet,368.5,161790.06689829516,1,
8197,2005,telangana,narayanpet,294.5,187774.5444577278,1,
8198,2006,telangana,narayanpet,1038.6666,208477.0974396334,1,
8199,2007,telangana,narayanpet,389.0,229691.84931694492,1,
8200,2008,telangana,narayanpet,659.0,260994.6924820364,1,
8201,2009,telangana,narayanpet,230.33333,261701.24352747787,1,
8202,2010,telangana,narayanpet,32.0,307973.2512484278,1,
8203,2011,telangana,narayanpet,,325139.0,1,
8204,2012,telangana,narayanpet,,334205.0,1,
8205,2013,telangana,narayanpet,261.0,349593.0,1,
8206,2014,telangana,narayanpet,188.0,372897.0,1,
8207,2015,telangana,narayanpet,131.0,416892.0,1,
8208,2016,telangana,narayanpet,124.0,455731.0,1,
8209,2017,telangana,narayanpet,218.66667,498145.0,1,
8210,2018,telangana,narayanpet,132.33333,544441.0,1,
8211,2000,chhattisgarh,narayanpur,,60613.02944903384,1,0.29
8212,2001,chhattisgarh,narayanpur,14.0,69095.92750038933,1,0.29
8213,2002,chhattisgarh,narayanpur,,67928.20822216057,1,0.29
8214,2003,chhattisgarh,narayanpur,,80689.13119305942,1,0.29
8215,2004,chhattisgarh,narayanpur,11.0,85010.50532014725,1,0.29
8216,2005,chhattisgarh,narayanpur,14.0,86399.03557352198,1,0.29
8217,2006,chhattisgarh,narayanpur,,102835.45434201976,1,0.29
8218,2007,chhattisgarh,narayanpur,,111148.14951274091,1,0.29
8219,2008,chhattisgarh,narayanpur,,118439.98738179456,1,0.29
8220,2009,chhattisgarh,narayanpur,,121728.50355879591,1,0.29
8221,2010,chhattisgarh,narayanpur,,133465.28146971774,1,0.29
8222,2011,chhattisgarh,narayanpur,,142273.0,1,0.29
8223,2012,chhattisgarh,narayanpur,,148760.0,1,0.29
8224,2013,chhattisgarh,narayanpur,,163494.0,1,0.29
8225,2014,chhattisgarh,narayanpur,,165354.0,1,0.29
8226,2015,chhattisgarh,narayanpur,,168879.0,1,0.29
8227,2016,chhattisgarh,narayanpur,,187541.0,1,0.29
8228,2017,chhattisgarh,narayanpur,,194073.0,1,0.29
8229,2018,chhattisgarh,narayanpur,,209211.0,1,0.29
8230,2000,gujarat,narmada,72.0,187486.0647190792,1,0.19
8231,2001,gujarat,narmada,112.0,202722.52060396783,1,0.19
8232,2002,gujarat,narmada,39.599998,220397.15650232672,1,0.19
8233,2003,gujarat,narmada,,257104.347060995,1,0.19
8234,2004,gujarat,narmada,59.81818,272449.2629108957,1,0.19
8235,2005,gujarat,narmada,53.666668,311996.4362722108,1,0.19
8236,2006,gujarat,narmada,62.5,338383.36050177214,1,0.19
8237,2007,gujarat,narmada,74.900002,378395.5156254638,1,0.19
8238,2008,gujarat,narmada,111.88889,394570.23835956375,1,0.19
8239,2009,gujarat,narmada,104.11111,450323.76586738543,1,0.19
8240,2010,gujarat,narmada,114.5,499605.5063968227,1,0.19
8241,2011,gujarat,narmada,124.125,532809.0,1,0.19
8242,2012,gujarat,narmada,255.33333,596659.0,1,0.19
8243,2013,gujarat,narmada,160.8,641489.0,1,0.19
8244,2014,gujarat,narmada,108.2,705629.0,1,0.19
8245,2015,gujarat,narmada,118.91666,774775.0,1,0.19
8246,2016,gujarat,narmada,83.333336,843930.0,1,0.19
8247,2017,gujarat,narmada,118.36364,946511.0,1,0.19
8248,2018,gujarat,narmada,142.30769,1034399.0,1,0.19
8249,2000,madhyapradesh,narsinghpur,7.0,142623.92245088037,1,0.33
8250,2001,madhyapradesh,narsinghpur,,152826.6075400632,1,0.33
8251,2002,madhyapradesh,narsinghpur,46.0,144856.76138662823,1,0.33
8252,2003,madhyapradesh,narsinghpur,,161106.27345013304,1,0.33
8253,2004,madhyapradesh,narsinghpur,21.0,166392.43950471698,1,0.33
8254,2005,madhyapradesh,narsinghpur,46.0,174775.328567217,1,0.33
8255,2006,madhyapradesh,narsinghpur,,190708.6450176887,1,0.33
