,year,state,district,chloride,sdp,intercept,gini
2120,2000,uttarpradesh,chandauli,182.5,351083.83971582167,1,0.3
2121,2000,uttarpradesh,chandauli,182.5,351083.83971582167,1,0.3
2122,2000,uttarpradesh,chandauli,182.5,351083.83971582167,1,0.3
2123,2000,uttarpradesh,chandauli,182.5,351083.83971582167,1,0.3
2124,2001,uttarpradesh,chandauli,,357470.77254969825,1,0.3
2125,2001,uttarpradesh,chandauli,,357470.77254969825,1,0.3
2126,2001,uttarpradesh,chandauli,,357470.77254969825,1,0.3
2127,2001,uttarpradesh,chandauli,,357470.77254969825,1,0.3
2128,2002,uttarpradesh,chandauli,140.0,369037.9006500751,1,0.3
2129,2002,uttarpradesh,chandauli,140.0,369037.9006500751,1,0.3
2130,2002,uttarpradesh,chandauli,140.0,369037.9006500751,1,0.3
2131,2002,uttarpradesh,chandauli,140.0,369037.9006500751,1,0.3
2132,2003,uttarpradesh,chandauli,,388468.5695531362,1,0.3
2133,2003,uttarpradesh,chandauli,,388468.5695531362,1,0.3
2134,2003,uttarpradesh,chandauli,,388468.5695531362,1,0.3
2135,2003,uttarpradesh,chandauli,,388468.5695531362,1,0.3
2136,2004,uttarpradesh,chandauli,172.75,407921.1791392405,1,0.3
2137,2004,uttarpradesh,chandauli,172.75,407921.1791392405,1,0.3
2138,2004,uttarpradesh,chandauli,172.75,407921.1791392405,1,0.3
2139,2004,uttarpradesh,chandauli,172.75,407921.1791392405,1,0.3
2140,2005,uttarpradesh,chandauli,,431731.25103797467,1,0.3
2141,2005,uttarpradesh,chandauli,,431731.25103797467,1,0.3
2142,2005,uttarpradesh,chandauli,,431731.25103797467,1,0.3
2143,2005,uttarpradesh,chandauli,,431731.25103797467,1,0.3
2144,2006,uttarpradesh,chandauli,,466022.3453164557,1,0.3
2145,2006,uttarpradesh,chandauli,,466022.3453164557,1,0.3
2146,2006,uttarpradesh,chandauli,,466022.3453164557,1,0.3
2147,2006,uttarpradesh,chandauli,,466022.3453164557,1,0.3
2148,2007,uttarpradesh,chandauli,,495890.4340253165,1,0.3
2149,2007,uttarpradesh,chandauli,,495890.4340253165,1,0.3
2150,2007,uttarpradesh,chandauli,,495890.4340253165,1,0.3
2151,2007,uttarpradesh,chandauli,,495890.4340253165,1,0.3
2152,2008,uttarpradesh,chandauli,,533571.6164050633,1,0.3
2153,2008,uttarpradesh,chandauli,,533571.6164050633,1,0.3
2154,2008,uttarpradesh,chandauli,,533571.6164050633,1,0.3
2155,2008,uttarpradesh,chandauli,,533571.6164050633,1,0.3
2156,2009,uttarpradesh,chandauli,,566760.9320506329,1,0.3
2157,2009,uttarpradesh,chandauli,,566760.9320506329,1,0.3
2158,2009,uttarpradesh,chandauli,,566760.9320506329,1,0.3
2159,2009,uttarpradesh,chandauli,,566760.9320506329,1,0.3
2160,2010,uttarpradesh,chandauli,,612018.6082025316,1,0.3
2161,2010,uttarpradesh,chandauli,,612018.6082025316,1,0.3
2162,2010,uttarpradesh,chandauli,,612018.6082025316,1,0.3
2163,2010,uttarpradesh,chandauli,,612018.6082025316,1,0.3
2164,2011,uttarpradesh,chandauli,,645132.0,1,0.3
2165,2011,uttarpradesh,chandauli,,645132.0,1,0.3
2166,2011,uttarpradesh,chandauli,,645132.0,1,0.3
2167,2011,uttarpradesh,chandauli,,645132.0,1,0.3
2168,2012,uttarpradesh,chandauli,,673552.0,1,0.3
2169,2012,uttarpradesh,chandauli,,673552.0,1,0.3
2170,2012,uttarpradesh,chandauli,,673552.0,1,0.3
2171,2012,uttarpradesh,chandauli,,673552.0,1,0.3
2172,2013,uttarpradesh,chandauli,,707469.0,1,0.3
2173,2013,uttarpradesh,chandauli,,707469.0,1,0.3
2174,2013,uttarpradesh,chandauli,,707469.0,1,0.3
2175,2013,uttarpradesh,chandauli,,707469.0,1,0.3
2176,2014,uttarpradesh,chandauli,,729686.0,1,0.3
2177,2014,uttarpradesh,chandauli,,729686.0,1,0.3
2178,2014,uttarpradesh,chandauli,,729686.0,1,0.3
2179,2014,uttarpradesh,chandauli,,729686.0,1,0.3
2180,2015,uttarpradesh,chandauli,,792049.0,1,0.3
2181,2015,uttarpradesh,chandauli,,792049.0,1,0.3
2182,2015,uttarpradesh,chandauli,,792049.0,1,0.3
2183,2015,uttarpradesh,chandauli,,792049.0,1,0.3
2184,2016,uttarpradesh,chandauli,21.799999,888453.0,1,0.3
2185,2016,uttarpradesh,chandauli,21.799999,888453.0,1,0.3
2186,2016,uttarpradesh,chandauli,21.799999,888453.0,1,0.3
2187,2016,uttarpradesh,chandauli,21.799999,888453.0,1,0.3
2188,2017,uttarpradesh,chandauli,,922458.0,1,0.3
2189,2017,uttarpradesh,chandauli,,922458.0,1,0.3
2190,2017,uttarpradesh,chandauli,,922458.0,1,0.3
2191,2017,uttarpradesh,chandauli,,922458.0,1,0.3
2192,2018,uttarpradesh,chandauli,82.824089,949184.0,1,0.3
2193,2018,uttarpradesh,chandauli,82.824089,949184.0,1,0.3
2194,2018,uttarpradesh,chandauli,82.824089,949184.0,1,0.3
2195,2018,uttarpradesh,chandauli,82.824089,949184.0,1,0.3
2196,2000,chandigarh,chandigarh,121.0,7197.885205801182,1,0.39
2197,2001,chandigarh,chandigarh,,7829.426373834744,1,0.39
2198,2002,chandigarh,chandigarh,,8816.314705748522,1,0.39
2199,2003,chandigarh,chandigarh,,9774.573171378112,1,0.39
2200,2004,chandigarh,chandigarh,138.0,10773.250271761854,1,0.39
2201,2005,chandigarh,chandigarh,138.0,11951.087883602308,1,0.39
2202,2006,chandigarh,chandigarh,140.0,13717.844301362991,1,0.39
2203,2007,chandigarh,chandigarh,55.666668,14730.04849903838,1,0.39
2204,2008,chandigarh,chandigarh,,15837.102600551889,1,0.39
2205,2009,chandigarh,chandigarh,80.0,16658.19132034451,1,0.39
2206,2010,chandigarh,chandigarh,36.0,16655.359979931432,1,0.39
2207,2011,chandigarh,chandigarh,48.666668,16930.0,1,0.39
2208,2012,chandigarh,chandigarh,31.966667,18305.0,1,0.39
2209,2013,chandigarh,chandigarh,42.333332,19813.0,1,0.39
2210,2014,chandigarh,chandigarh,52.5,20353.0,1,0.39
2211,2015,chandigarh,chandigarh,38.5,22058.0,1,0.39
2212,2016,chandigarh,chandigarh,,23842.0,1,0.39
2213,2017,chandigarh,chandigarh,43.111111,25289.0,1,0.39
2214,2018,chandigarh,chandigarh,11.0,26654.0,1,0.39
2215,2000,maharashtra,chandrapur,135.9641,462182.04589375335,1,0.3
2216,2001,maharashtra,chandrapur,140.27954,478508.99779191246,1,0.3
2217,2002,maharashtra,chandrapur,157.40909,511507.574365965,1,0.3
2218,2003,maharashtra,chandrapur,,551013.221724762,1,0.3
2219,2004,maharashtra,chandrapur,174.38095,599028.1154943785,1,0.3
2220,2005,maharashtra,chandrapur,186.51485,685815.41856348,1,0.3
2221,2006,maharashtra,chandrapur,213.40994,780279.5182740722,1,0.3
2222,2007,maharashtra,chandrapur,175.97368,871096.2491881064,1,0.3
2223,2008,maharashtra,chandrapur,148.66856,884779.143581586,1,0.3
2224,2009,maharashtra,chandrapur,148.33333,970264.8556553776,1,0.3
2225,2010,maharashtra,chandrapur,,1080814.2888602451,1,0.3
2226,2011,maharashtra,chandrapur,,1126595.0,1,0.3
2227,2012,maharashtra,chandrapur,182.76923,1189711.0,1,0.3
2228,2013,maharashtra,chandrapur,164.86,1267551.0,1,0.3
2229,2014,maharashtra,chandrapur,129.25209,1345341.0,1,0.3
2230,2015,maharashtra,chandrapur,171.96297,1452513.0,1,0.3
2231,2016,maharashtra,chandrapur,130.13208,1596121.0,1,0.3
2232,2017,maharashtra,chandrapur,102.77105,1661065.0,1,0.3
2233,2018,maharashtra,chandrapur,89.359322,1728578.0,1,0.3
2234,2000,arunachalpradesh,changlang,,4732.955556001116,1,0.3
2235,2001,arunachalpradesh,changlang,,5489.875019530852,1,0.3
2236,2002,arunachalpradesh,changlang,,5227.751158619776,1,0.3
2237,2003,arunachalpradesh,changlang,,5796.177059247166,1,0.3
2238,2004,arunachalpradesh,changlang,,6544.260887015855,1,0.3
2239,2005,arunachalpradesh,changlang,,6735.169375877986,1,0.3
2240,2006,arunachalpradesh,changlang,,7098.511338551074,1,0.3
2241,2007,arunachalpradesh,changlang,,7950.414810355209,1,0.3
2242,2008,arunachalpradesh,changlang,,8603.19867549669,1,0.3
2243,2009,arunachalpradesh,changlang,,9317.565924142084,1,0.3
2244,2010,arunachalpradesh,changlang,,9719.910696367651,1,0.3
2245,2011,arunachalpradesh,changlang,,10229.0,1,0.3
2246,2012,arunachalpradesh,changlang,,10399.0,1,0.3
2247,2013,arunachalpradesh,changlang,,11226.0,1,0.3
2248,2014,arunachalpradesh,changlang,,13082.0,1,0.3
2249,2015,arunachalpradesh,changlang,42.233334,12889.0,1,0.3
2250,2016,arunachalpradesh,changlang,19.171009,13396.0,1,0.3
2251,2017,arunachalpradesh,changlang,,13923.0,1,0.3
2252,2018,arunachalpradesh,changlang,31.905001,14897.0,1,0.3
2253,2000,jharkhand,chatra,,65731.49293120936,1,0.21
2254,2001,jharkhand,chatra,,70260.19384688395,1,0.21
2255,2002,jharkhand,chatra,,72227.4792745967,1,0.21
2256,2003,jharkhand,chatra,,77692.98277489642,1,0.21
2257,2004,jharkhand,chatra,63.666668,90933.9477275846,1,0.21
2258,2005,jharkhand,chatra,,86858.23663560263,1,0.21
2259,2006,jharkhand,chatra,149.0,88313.3580473321,1,0.21
2260,2007,jharkhand,chatra,,107985.77685043102,1,0.21
2261,2008,jharkhand,chatra,47.200001,103644.40755018276,1,0.21
2262,2009,jharkhand,chatra,62.25,113915.95362850404,1,0.21
2263,2010,jharkhand,chatra,82.800003,130487.88405254688,1,0.21
2264,2011,jharkhand,chatra,63.43,137383.0,1,0.21
2265,2012,jharkhand,chatra,102.16666,149526.0,1,0.21
2266,2013,jharkhand,chatra,96.383331,150609.0,1,0.21
2267,2014,jharkhand,chatra,,170568.0,1,0.21
2268,2015,jharkhand,chatra,,158231.0,1,0.21
2269,2016,jharkhand,chatra,,176363.0,1,0.21
2270,2017,jharkhand,chatra,,191573.0,1,0.21
2271,2018,jharkhand,chatra,,208701.0,1,0.21
2272,2000,tamilnadu,chennai,438.88889,288498.3205747694,1,0.34
2273,2001,tamilnadu,chennai,504.5,282908.6927283517,1,0.34
2274,2002,tamilnadu,chennai,458.71429,284324.36644762417,1,0.34
2275,2003,tamilnadu,chennai,,302043.121385615,1,0.34
2276,2004,tamilnadu,chennai,519.71429,337921.3167903381,1,0.34
2277,2005,tamilnadu,chennai,551.42859,386683.4090471607,1,0.34
2278,2006,tamilnadu,chennai,950.16669,447233.3527585457,1,0.34
2279,2007,tamilnadu,chennai,440.55554,475248.4774441926,1,0.34
2280,2008,tamilnadu,chennai,,500384.2601757273,1,0.34
2281,2009,tamilnadu,chennai,92.0,552763.8529603527,1,0.34
2282,2010,tamilnadu,chennai,332.0,628152.0055419293,1,0.34
2283,2011,tamilnadu,chennai,254.5,674478.0,1,0.34
2284,2012,tamilnadu,chennai,153.42857,709343.0,1,0.34
2285,2013,tamilnadu,chennai,286.33334,750416.0,1,0.34
2286,2014,tamilnadu,chennai,459.75,791915.0,1,0.34
2287,2015,tamilnadu,chennai,228.0,862437.0,1,0.34
2288,2016,tamilnadu,chennai,258.34265,922084.0,1,0.34
2289,2017,tamilnadu,chennai,246.43375,1000308.0,1,0.34
2290,2018,tamilnadu,chennai,248.93777,1071602.0,1,0.34
2291,2000,madhyapradesh,chhatarpur,108.19231,142623.92245088037,1,0.23
2292,2001,madhyapradesh,chhatarpur,111.34615,152826.6075400632,1,0.23
2293,2002,madhyapradesh,chhatarpur,111.25,144856.76138662823,1,0.23
2294,2003,madhyapradesh,chhatarpur,,161106.27345013304,1,0.23
2295,2004,madhyapradesh,chhatarpur,90.13636,166392.43950471698,1,0.23
2296,2005,madhyapradesh,chhatarpur,88.458336,174775.328567217,1,0.23
2297,2006,madhyapradesh,chhatarpur,87.615387,190708.6450176887,1,0.23
2298,2007,madhyapradesh,chhatarpur,81.129036,199720.8751061321,1,0.23
2299,2008,madhyapradesh,chhatarpur,119.58334,224971.1026179245,1,0.23
2300,2009,madhyapradesh,chhatarpur,110.11539,246297.10579599056,1,0.23
2301,2010,madhyapradesh,chhatarpur,95.0,259230.23037146227,1,0.23
2302,2011,madhyapradesh,chhatarpur,80.5,282371.0,1,0.23
2303,2012,madhyapradesh,chhatarpur,91.115387,306853.0,1,0.23
2304,2013,madhyapradesh,chhatarpur,115.04,322598.0,1,0.23
2305,2014,madhyapradesh,chhatarpur,71.458336,339247.0,1,0.23
2306,2015,madhyapradesh,chhatarpur,97.239998,370716.0,1,0.23
2307,2016,madhyapradesh,chhatarpur,112.24138,419465.0,1,0.23
2308,2017,madhyapradesh,chhatarpur,92.225807,441956.0,1,0.23
2309,2018,madhyapradesh,chhatarpur,119.79311,482361.0,1,0.23
2310,2000,madhyapradesh,chhindwara,58.363636,142623.92245088037,1,0.44
2311,2001,madhyapradesh,chhindwara,63.3125,152826.6075400632,1,0.44
2312,2002,madhyapradesh,chhindwara,74.878784,144856.76138662823,1,0.44
2313,2003,madhyapradesh,chhindwara,,161106.27345013304,1,0.44
2314,2004,madhyapradesh,chhindwara,61.333332,166392.43950471698,1,0.44
2315,2005,madhyapradesh,chhindwara,66.379311,174775.328567217,1,0.44
2316,2006,madhyapradesh,chhindwara,46.0,190708.6450176887,1,0.44
2317,2007,madhyapradesh,chhindwara,79.047623,199720.8751061321,1,0.44
2318,2008,madhyapradesh,chhindwara,,224971.1026179245,1,0.44
2319,2009,madhyapradesh,chhindwara,75.802856,246297.10579599056,1,0.44
2320,2010,madhyapradesh,chhindwara,70.559998,259230.23037146227,1,0.44
2321,2011,madhyapradesh,chhindwara,58.66,282371.0,1,0.44
2322,2012,madhyapradesh,chhindwara,79.785004,306853.0,1,0.44
2323,2013,madhyapradesh,chhindwara,66.679848,322598.0,1,0.44
2324,2014,madhyapradesh,chhindwara,94.277779,339247.0,1,0.44
2325,2015,madhyapradesh,chhindwara,,370716.0,1,0.44
2326,2016,madhyapradesh,chhindwara,72.702705,419465.0,1,0.44
2327,2017,madhyapradesh,chhindwara,61.405407,441956.0,1,0.44
2328,2018,madhyapradesh,chhindwara,53.162163,482361.0,1,0.44
2329,2000,karnataka,chikkaballapura,,276258.6426431352,1,0.39
2330,2001,karnataka,chikkaballapura,179.0,281266.3155456815,1,0.39
2331,2002,karnataka,chikkaballapura,153.23529,296352.99111225107,1,0.39
2332,2003,karnataka,chikkaballapura,,302124.54632196546,1,0.39
2333,2004,karnataka,chikkaballapura,121.28571,332758.6518626028,1,0.39
2334,2005,karnataka,chikkaballapura,,366994.563425254,1,0.39
2335,2006,karnataka,chikkaballapura,165.0,405152.5474600871,1,0.39
2336,2007,karnataka,chikkaballapura,234.28572,455994.0619254959,1,0.39
2337,2008,karnataka,chikkaballapura,,488433.38238993706,1,0.39
2338,2009,karnataka,chikkaballapura,200.85715,488554.19922593125,1,0.39
2339,2010,karnataka,chikkaballapura,210.71428,538791.629511369,1,0.39
2340,2011,karnataka,chikkaballapura,,554952.0,1,0.39
2341,2012,karnataka,chikkaballapura,218.5,593192.0,1,0.39
2342,2013,karnataka,chikkaballapura,150.0,646787.0,1,0.39
2343,2014,karnataka,chikkaballapura,140.76923,671283.0,1,0.39
2344,2015,karnataka,chikkaballapura,28.0,749952.0,1,0.39
2345,2016,karnataka,chikkaballapura,195.505,851394.0,1,0.39
2346,2017,karnataka,chikkaballapura,206.63158,915642.0,1,0.39
2347,2018,karnataka,chikkaballapura,168.40556,974815.0,1,0.39
2348,2000,karnataka,chikkamagaluru,21.0,276258.6426431352,1,0.18
2349,2001,karnataka,chikkamagaluru,52.400002,281266.3155456815,1,0.18
2350,2002,karnataka,chikkamagaluru,123.88,296352.99111225107,1,0.18
2351,2003,karnataka,chikkamagaluru,,302124.54632196546,1,0.18
2352,2004,karnataka,chikkamagaluru,87.958336,332758.6518626028,1,0.18
2353,2005,karnataka,chikkamagaluru,,366994.563425254,1,0.18
2354,2006,karnataka,chikkamagaluru,83.166664,405152.5474600871,1,0.18
2355,2007,karnataka,chikkamagaluru,,455994.0619254959,1,0.18
2356,2008,karnataka,chikkamagaluru,,488433.38238993706,1,0.18
2357,2009,karnataka,chikkamagaluru,107.33334,488554.19922593125,1,0.18
2358,2010,karnataka,chikkamagaluru,162.96153,538791.629511369,1,0.18
2359,2011,karnataka,chikkamagaluru,155.16216,554952.0,1,0.18
2360,2012,karnataka,chikkamagaluru,98.09375,593192.0,1,0.18
2361,2013,karnataka,chikkamagaluru,98.974998,646787.0,1,0.18
2362,2014,karnataka,chikkamagaluru,74.584908,671283.0,1,0.18
2363,2015,karnataka,chikkamagaluru,,749952.0,1,0.18
2364,2016,karnataka,chikkamagaluru,82.954002,851394.0,1,0.18
2365,2017,karnataka,chikkamagaluru,86.361443,915642.0,1,0.18
2366,2018,karnataka,chikkamagaluru,91.0625,974815.0,1,0.18
2367,2000,assam,chirang,,76319.67589577519,1,0.2
2368,2001,assam,chirang,,78289.23092102491,1,0.2
2369,2002,assam,chirang,,83032.90536200421,1,0.2
2370,2003,assam,chirang,,88141.65670849023,1,0.2
2371,2004,assam,chirang,,91169.23716052705,1,0.2
2372,2005,assam,chirang,,93915.07735054224,1,0.2
2373,2006,assam,chirang,,98156.54055749752,1,0.2
2374,2007,assam,chirang,,102351.6278569508,1,0.2
2375,2008,assam,chirang,,108448.12736398671,1,0.2
2376,2009,assam,chirang,,118440.20310119208,1,0.2
2377,2010,assam,chirang,,124268.10881061218,1,0.2
2378,2011,assam,chirang,,129354.0,1,0.2
2379,2012,assam,chirang,,132518.0,1,0.2
2380,2013,assam,chirang,,138725.0,1,0.2
2381,2014,assam,chirang,,146425.0,1,0.2
2382,2015,assam,chirang,117.89999,167629.0,1,0.2
2383,2016,assam,chirang,90.006454,179632.0,1,0.2
2384,2017,assam,chirang,,195262.0,1,0.2
2385,2018,assam,chirang,,204627.0,1,0.2
2386,2000,karnataka,chitradurga,,276258.6426431352,1,0.21
2387,2001,karnataka,chitradurga,356.64999,281266.3155456815,1,0.21
2388,2002,karnataka,chitradurga,226.68965,296352.99111225107,1,0.21
2389,2003,karnataka,chitradurga,,302124.54632196546,1,0.21
2390,2004,karnataka,chitradurga,365.16666,332758.6518626028,1,0.21
2391,2005,karnataka,chitradurga,262.75,366994.563425254,1,0.21
2392,2006,karnataka,chitradurga,336.3125,405152.5474600871,1,0.21
2393,2007,karnataka,chitradurga,,455994.0619254959,1,0.21
2394,2008,karnataka,chitradurga,,488433.38238993706,1,0.21
2395,2009,karnataka,chitradurga,,488554.19922593125,1,0.21
2396,2010,karnataka,chitradurga,332.29999,538791.629511369,1,0.21
2397,2011,karnataka,chitradurga,,554952.0,1,0.21
2398,2012,karnataka,chitradurga,304.60605,593192.0,1,0.21
2399,2013,karnataka,chitradurga,234.28572,646787.0,1,0.21
2400,2014,karnataka,chitradurga,285.56522,671283.0,1,0.21
2401,2015,karnataka,chitradurga,,749952.0,1,0.21
2402,2016,karnataka,chitradurga,295.3139,851394.0,1,0.21
2403,2017,karnataka,chitradurga,265.30435,915642.0,1,0.21
2404,2018,karnataka,chitradurga,341.88846,974815.0,1,0.21
2405,2000,uttarpradesh,chitrakoot,163.75,351083.83971582167,1,0.17
2406,2001,uttarpradesh,chitrakoot,,357470.77254969825,1,0.17
2407,2002,uttarpradesh,chitrakoot,138.33333,369037.9006500751,1,0.17
2408,2003,uttarpradesh,chitrakoot,,388468.5695531362,1,0.17
2409,2004,uttarpradesh,chitrakoot,56.849998,407921.1791392405,1,0.17
2410,2005,uttarpradesh,chitrakoot,,431731.25103797467,1,0.17
2411,2006,uttarpradesh,chitrakoot,,466022.3453164557,1,0.17
2412,2007,uttarpradesh,chitrakoot,,495890.4340253165,1,0.17
2413,2008,uttarpradesh,chitrakoot,,533571.6164050633,1,0.17
2414,2009,uttarpradesh,chitrakoot,,566760.9320506329,1,0.17
2415,2010,uttarpradesh,chitrakoot,,612018.6082025316,1,0.17
2416,2011,uttarpradesh,chitrakoot,,645132.0,1,0.17
2417,2012,uttarpradesh,chitrakoot,,673552.0,1,0.17
2418,2013,uttarpradesh,chitrakoot,,707469.0,1,0.17
2419,2014,uttarpradesh,chitrakoot,,729686.0,1,0.17
2420,2015,uttarpradesh,chitrakoot,,792049.0,1,0.17
2421,2016,uttarpradesh,chitrakoot,116.32,888453.0,1,0.17
2422,2017,uttarpradesh,chitrakoot,,922458.0,1,0.17
2423,2018,uttarpradesh,chitrakoot,127.62,949184.0,1,0.17
2424,2000,andhrapradesh,chittoor,145.63637,171093.79798343318,1,0.31
2425,2001,andhrapradesh,chittoor,,178851.96877309735,1,0.31
2426,2002,andhrapradesh,chittoor,210.21053,182923.1418611468,1,0.31
2427,2003,andhrapradesh,chittoor,,200843.63400364132,1,0.31
2428,2004,andhrapradesh,chittoor,268.14816,215455.8737901584,1,0.31
2429,2005,andhrapradesh,chittoor,283.75,227457.9878258872,1,0.31
2430,2006,andhrapradesh,chittoor,181.28947,251348.62002359648,1,0.31
2431,2007,andhrapradesh,chittoor,262.10257,282693.9814360441,1,0.31
2432,2008,andhrapradesh,chittoor,187.7027,289919.74396775843,1,0.31
2433,2009,andhrapradesh,chittoor,196.4375,309550.5308999029,1,0.31
2434,2010,andhrapradesh,chittoor,163.27026,330210.7804378922,1,0.31
2435,2011,andhrapradesh,chittoor,207.91304,339996.0,1,0.31
2436,2012,andhrapradesh,chittoor,199.52942,341335.0,1,0.31
2437,2013,andhrapradesh,chittoor,191.58333,360239.0,1,0.31
2438,2014,andhrapradesh,chittoor,295.4516,397064.0,1,0.31
2439,2015,andhrapradesh,chittoor,196.6875,446997.0,1,0.31
2440,2016,andhrapradesh,chittoor,277.22916,477566.0,1,0.31
2441,2017,andhrapradesh,chittoor,276.23334,526626.0,1,0.31
2442,2018,andhrapradesh,chittoor,237.8125,558862.0,1,0.31
2443,2000,rajasthan,chittorgarh,235.41667,174261.4982756208,1,0.3
2444,2001,rajasthan,chittorgarh,182.06667,194105.2216453936,1,0.3
2445,2002,rajasthan,chittorgarh,115.83334,170786.6612538214,1,0.3
2446,2003,rajasthan,chittorgarh,113.0,225128.6442802708,1,0.3
2447,2004,rajasthan,chittorgarh,155.6875,219623.783673409,1,0.3
2448,2005,rajasthan,chittorgarh,142.0,234376.38095379013,1,0.3
2449,2006,rajasthan,chittorgarh,285.90909,261962.91892931657,1,0.3
2450,2007,rajasthan,chittorgarh,95.5,273897.97681369574,1,0.3
2451,2008,rajasthan,chittorgarh,320.5,296931.6051077934,1,0.3
2452,2009,rajasthan,chittorgarh,191.5,314236.5616057293,1,0.3
2453,2010,rajasthan,chittorgarh,125.0,361436.6835150852,1,0.3
2454,2011,rajasthan,chittorgarh,191.9375,395331.0,1,0.3
2455,2012,rajasthan,chittorgarh,192.89999,409802.0,1,0.3
2456,2013,rajasthan,chittorgarh,241.0,434292.0,1,0.3
2457,2014,rajasthan,chittorgarh,215.69231,465408.0,1,0.3
2458,2015,rajasthan,chittorgarh,280.0,501922.0,1,0.3
2459,2016,rajasthan,chittorgarh,195.23416,529650.0,1,0.3
2460,2017,rajasthan,chittorgarh,144.39999,557618.0,1,0.3
2461,2018,rajasthan,chittorgarh,93.800003,568102.0,1,0.3
2462,2000,rajasthan,churu,1061.5625,174261.4982756208,1,0.21
2463,2001,rajasthan,churu,1070.579,194105.2216453936,1,0.21
2464,2002,rajasthan,churu,865.0625,170786.6612538214,1,0.21
2465,2003,rajasthan,churu,,225128.6442802708,1,0.21
2466,2004,rajasthan,churu,1006.963,219623.783673409,1,0.21
2467,2005,rajasthan,churu,804.72223,234376.38095379013,1,0.21
2468,2006,rajasthan,churu,678.81818,261962.91892931657,1,0.21
2469,2007,rajasthan,churu,1110.75,273897.97681369574,1,0.21
2470,2008,rajasthan,churu,790.76471,296931.6051077934,1,0.21
2471,2009,rajasthan,churu,1038.0625,314236.5616057293,1,0.21
2472,2010,rajasthan,churu,1253.8846,361436.6835150852,1,0.21
2473,2011,rajasthan,churu,905.6842,395331.0,1,0.21
2474,2012,rajasthan,churu,842.05884,409802.0,1,0.21
2475,2013,rajasthan,churu,602.76471,434292.0,1,0.21
2476,2014,rajasthan,churu,845.26666,465408.0,1,0.21
2477,2015,rajasthan,churu,424.23529,501922.0,1,0.21
2478,2016,rajasthan,churu,560.33331,529650.0,1,0.21
2479,2017,rajasthan,churu,626.30432,557618.0,1,0.21
2480,2018,rajasthan,churu,717.34998,568102.0,1,0.21
2481,2000,tamilnadu,coimbatore,311.41177,288498.3205747694,1,0.34
2482,2001,tamilnadu,coimbatore,335.05884,282908.6927283517,1,0.34
2483,2002,tamilnadu,coimbatore,372.38461,284324.36644762417,1,0.34
2484,2003,tamilnadu,coimbatore,,302043.121385615,1,0.34
2485,2004,tamilnadu,coimbatore,395.5,337921.3167903381,1,0.34
2486,2005,tamilnadu,coimbatore,419.23077,386683.4090471607,1,0.34
2487,2006,tamilnadu,coimbatore,381.53845,447233.3527585457,1,0.34
2488,2007,tamilnadu,coimbatore,319.66666,475248.4774441926,1,0.34
2489,2008,tamilnadu,coimbatore,,500384.2601757273,1,0.34
2490,2009,tamilnadu,coimbatore,349.85715,552763.8529603527,1,0.34
2491,2010,tamilnadu,coimbatore,270.92856,628152.0055419293,1,0.34
2492,2011,tamilnadu,coimbatore,280.72726,674478.0,1,0.34
2493,2012,tamilnadu,coimbatore,335.5,709343.0,1,0.34
2494,2013,tamilnadu,coimbatore,235.23077,750416.0,1,0.34
2495,2014,tamilnadu,coimbatore,204.41818,791915.0,1,0.34
2496,2015,tamilnadu,coimbatore,218.60001,862437.0,1,0.34
2497,2016,tamilnadu,coimbatore,349.34616,922084.0,1,0.34
2498,2017,tamilnadu,coimbatore,271.22049,1000308.0,1,0.34
2499,2018,tamilnadu,coimbatore,307.50342,1071602.0,1,0.34
2500,2000,westbengal,coochbehar,33.190475,247972.31111561856,1,0.2
2501,2001,westbengal,coochbehar,32.394444,265880.32837131777,1,0.2
2502,2002,westbengal,coochbehar,21.0,275199.53359278664,1,0.2
2503,2003,westbengal,coochbehar,,291369.5209867059,1,0.2
2504,2004,westbengal,coochbehar,29.962963,310686.6999675226,1,0.2
2505,2005,westbengal,coochbehar,30.0,330248.80030542583,1,0.2
2506,2006,westbengal,coochbehar,28.09091,356170.8313006164,1,0.2
2507,2007,westbengal,coochbehar,32.0,383881.4906091932,1,0.2
2508,2008,westbengal,coochbehar,20.810526,399354.5969692363,1,0.2
2509,2009,westbengal,coochbehar,18.295454,430366.20743387047,1,0.2
2510,2010,westbengal,coochbehar,36.325001,456461.5424521131,1,0.2
2511,2011,westbengal,coochbehar,110.66666,473205.0,1,0.2
2512,2012,westbengal,coochbehar,30.583334,492901.0,1,0.2
2513,2013,westbengal,coochbehar,29.105263,503952.0,1,0.2
2514,2014,westbengal,coochbehar,,515702.0,1,0.2
2515,2015,westbengal,coochbehar,,546988.0,1,0.2
2516,2016,westbengal,coochbehar,25.466667,584911.0,1,0.2
2517,2017,westbengal,coochbehar,45.241379,623787.0,1,0.2
2518,2018,westbengal,coochbehar,49.39579,659288.0,1,0.2
2519,2000,tamilnadu,cuddalore,320.58334,288498.3205747694,1,0.27
2520,2001,tamilnadu,cuddalore,359.0,282908.6927283517,1,0.27
2521,2002,tamilnadu,cuddalore,250.55556,284324.36644762417,1,0.27
2522,2003,tamilnadu,cuddalore,,302043.121385615,1,0.27
2523,2004,tamilnadu,cuddalore,296.85715,337921.3167903381,1,0.27
2524,2005,tamilnadu,cuddalore,466.625,386683.4090471607,1,0.27
2525,2006,tamilnadu,cuddalore,500.0,447233.3527585457,1,0.27
