country ,state                                        ,district                          ,year   ,dyid                            ,chloride     ,nsdp            ,gini
India   ,Uttar Pradesh                                ,Amroha                            ,2013.0 ,Amroha2013                      ,             , 707469.104121  ,0.27
India   ,Uttar Pradesh                                ,Amroha                            ,2014.0 ,Amroha2014                      ,             , 729686.3008    ,0.27
India   ,Uttar Pradesh                                ,Amroha                            ,2015.0 ,Amroha2015                      ,             , 792048.75936   ,0.27
India   ,Uttar Pradesh                                ,Amroha                            ,2016.0 ,Amroha2016                      , 108.66666   , 888453.00797   ,0.27
India   ,Uttar Pradesh                                ,Amroha                            ,2017.0 ,Amroha2017                      ,             , 922457.512487  ,0.27
India   ,Uttar Pradesh                                ,Amroha                            ,2018.0 ,Amroha2018                      , 115.96667   , 949184.454018  ,0.27
India   ,Uttar Pradesh                                ,Auraiya                           ,2000.0 ,Auraiya2000                     , 131.16667   , 351084.1089774 ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2001.0 ,Auraiya2001                     , 113.6       , 357471.0467097 ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2002.0 ,Auraiya2002                     , 121.8       , 369038.1836814 ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2003.0 ,Auraiya2003                     ,             , 388468.8674867 ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2004.0 ,Auraiya2004                     ,  47.0       , 407921.4919919 ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2005.0 ,Auraiya2005                     , 106.0       , 431731.0483276 ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2006.0 ,Auraiya2006                     ,             , 466023.3283118 ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2007.0 ,Auraiya2007                     ,             , 495889.8633084 ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2008.0 ,Auraiya2008                     ,             , 533571.8096457 ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2009.0 ,Auraiya2009                     ,             , 566760.9860888 ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2010.0 ,Auraiya2010                     ,             , 612018.7067716 ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2011.0 ,Auraiya2011                     ,             , 645131.553217  ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2012.0 ,Auraiya2012                     ,             , 673552.189347  ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2013.0 ,Auraiya2013                     ,             , 707469.104121  ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2014.0 ,Auraiya2014                     ,             , 729686.3008    ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2015.0 ,Auraiya2015                     ,             , 792048.75936   ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2016.0 ,Auraiya2016                     ,  37.166668  , 888453.00797   ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2017.0 ,Auraiya2017                     ,             , 922457.512487  ,0.19
India   ,Uttar Pradesh                                ,Auraiya                           ,2018.0 ,Auraiya2018                     ,  85.910004  , 949184.454018  ,0.19
India   ,Uttar Pradesh                                ,Ayodhya                           ,2000.0 ,Ayodhya2000                     ,  16.24      , 351084.1089774 ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2001.0 ,Ayodhya2001                     ,  33.700001  , 357471.0467097 ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2002.0 ,Ayodhya2002                     ,  21.0       , 369038.1836814 ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2003.0 ,Ayodhya2003                     ,             , 388468.8674867 ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2004.0 ,Ayodhya2004                     ,  30.025     , 407921.4919919 ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2005.0 ,Ayodhya2005                     ,             , 431731.0483276 ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2006.0 ,Ayodhya2006                     ,             , 466023.3283118 ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2007.0 ,Ayodhya2007                     ,             , 495889.8633084 ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2008.0 ,Ayodhya2008                     ,             , 533571.8096457 ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2009.0 ,Ayodhya2009                     ,             , 566760.9860888 ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2010.0 ,Ayodhya2010                     ,             , 612018.7067716 ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2011.0 ,Ayodhya2011                     ,             , 645131.553217  ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2012.0 ,Ayodhya2012                     ,             , 673552.189347  ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2013.0 ,Ayodhya2013                     ,             , 707469.104121  ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2014.0 ,Ayodhya2014                     ,             , 729686.3008    ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2015.0 ,Ayodhya2015                     ,             , 792048.75936   ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2016.0 ,Ayodhya2016                     ,  45.400002  , 888453.00797   ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2017.0 ,Ayodhya2017                     ,             , 922457.512487  ,0.39
India   ,Uttar Pradesh                                ,Ayodhya                           ,2018.0 ,Ayodhya2018                     ,  20.230999  , 949184.454018  ,0.39
India   ,Uttar Pradesh                                ,Azamgarh                          ,2000.0 ,Azamgarh2000                    ,  28.0       , 351084.1089774 ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2001.0 ,Azamgarh2001                    ,  66.5       , 357471.0467097 ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2002.0 ,Azamgarh2002                    ,  68.0       , 369038.1836814 ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2003.0 ,Azamgarh2003                    ,             , 388468.8674867 ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2004.0 ,Azamgarh2004                    ,  50.026665  , 407921.4919919 ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2005.0 ,Azamgarh2005                    ,  23.8125    , 431731.0483276 ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2006.0 ,Azamgarh2006                    ,             , 466023.3283118 ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2007.0 ,Azamgarh2007                    ,             , 495889.8633084 ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2008.0 ,Azamgarh2008                    ,             , 533571.8096457 ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2009.0 ,Azamgarh2009                    ,             , 566760.9860888 ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2010.0 ,Azamgarh2010                    ,             , 612018.7067716 ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2011.0 ,Azamgarh2011                    ,             , 645131.553217  ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2012.0 ,Azamgarh2012                    ,             , 673552.189347  ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2013.0 ,Azamgarh2013                    ,             , 707469.104121  ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2014.0 ,Azamgarh2014                    ,             , 729686.3008    ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2015.0 ,Azamgarh2015                    ,             , 792048.75936   ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2016.0 ,Azamgarh2016                    ,  33.91111   , 888453.00797   ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2017.0 ,Azamgarh2017                    ,             , 922457.512487  ,0.27
India   ,Uttar Pradesh                                ,Azamgarh                          ,2018.0 ,Azamgarh2018                    ,  74.527504  , 949184.454018  ,0.27
India   ,Uttar Pradesh                                ,Baghpat                           ,2000.0 ,Baghpat2000                     ,             , 351084.1089774 ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2001.0 ,Baghpat2001                     ,  33.400002  , 357471.0467097 ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2002.0 ,Baghpat2002                     ,             , 369038.1836814 ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2003.0 ,Baghpat2003                     ,             , 388468.8674867 ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2004.0 ,Baghpat2004                     ,  53.0       , 407921.4919919 ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2005.0 ,Baghpat2005                     ,  51.666668  , 431731.0483276 ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2006.0 ,Baghpat2006                     ,             , 466023.3283118 ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2007.0 ,Baghpat2007                     ,             , 495889.8633084 ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2008.0 ,Baghpat2008                     ,             , 533571.8096457 ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2009.0 ,Baghpat2009                     ,             , 566760.9860888 ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2010.0 ,Baghpat2010                     ,             , 612018.7067716 ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2011.0 ,Baghpat2011                     ,             , 645131.553217  ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2012.0 ,Baghpat2012                     ,             , 673552.189347  ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2013.0 ,Baghpat2013                     ,             , 707469.104121  ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2014.0 ,Baghpat2014                     ,             , 729686.3008    ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2015.0 ,Baghpat2015                     ,             , 792048.75936   ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2016.0 ,Baghpat2016                     ,  99.333336  , 888453.00797   ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2017.0 ,Baghpat2017                     ,             , 922457.512487  ,0.28
India   ,Uttar Pradesh                                ,Baghpat                           ,2018.0 ,Baghpat2018                     ,  89.806671  , 949184.454018  ,0.28
India   ,Uttar Pradesh                                ,Bahraich                          ,2000.0 ,Bahraich2000                    ,  33.909092  , 351084.1089774 ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2001.0 ,Bahraich2001                    ,             , 357471.0467097 ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2002.0 ,Bahraich2002                    ,             , 369038.1836814 ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2003.0 ,Bahraich2003                    ,             , 388468.8674867 ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2004.0 ,Bahraich2004                    ,             , 407921.4919919 ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2005.0 ,Bahraich2005                    ,             , 431731.0483276 ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2006.0 ,Bahraich2006                    ,             , 466023.3283118 ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2007.0 ,Bahraich2007                    ,             , 495889.8633084 ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2008.0 ,Bahraich2008                    ,             , 533571.8096457 ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2009.0 ,Bahraich2009                    ,             , 566760.9860888 ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2010.0 ,Bahraich2010                    ,             , 612018.7067716 ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2011.0 ,Bahraich2011                    ,             , 645131.553217  ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2012.0 ,Bahraich2012                    ,             , 673552.189347  ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2013.0 ,Bahraich2013                    ,             , 707469.104121  ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2014.0 ,Bahraich2014                    ,             , 729686.3008    ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2015.0 ,Bahraich2015                    ,             , 792048.75936   ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2016.0 ,Bahraich2016                    ,  27.583334  , 888453.00797   ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2017.0 ,Bahraich2017                    ,             , 922457.512487  ,0.24
India   ,Uttar Pradesh                                ,Bahraich                          ,2018.0 ,Bahraich2018                    ,  40.778999  , 949184.454018  ,0.24
India   ,Uttar Pradesh                                ,Ballia                            ,2000.0 ,Ballia2000                      ,             , 351084.1089774 ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2001.0 ,Ballia2001                      , 108.66666   , 357471.0467097 ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2002.0 ,Ballia2002                      ,  56.666668  , 369038.1836814 ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2003.0 ,Ballia2003                      ,             , 388468.8674867 ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2004.0 ,Ballia2004                      ,  69.910004  , 407921.4919919 ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2005.0 ,Ballia2005                      ,  79.25      , 431731.0483276 ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2006.0 ,Ballia2006                      ,             , 466023.3283118 ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2007.0 ,Ballia2007                      ,             , 495889.8633084 ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2008.0 ,Ballia2008                      ,             , 533571.8096457 ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2009.0 ,Ballia2009                      ,             , 566760.9860888 ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2010.0 ,Ballia2010                      ,             , 612018.7067716 ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2011.0 ,Ballia2011                      ,             , 645131.553217  ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2012.0 ,Ballia2012                      ,             , 673552.189347  ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2013.0 ,Ballia2013                      ,             , 707469.104121  ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2014.0 ,Ballia2014                      ,             , 729686.3008    ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2015.0 ,Ballia2015                      ,             , 792048.75936   ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2016.0 ,Ballia2016                      ,  39.549999  , 888453.00797   ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2017.0 ,Ballia2017                      ,             , 922457.512487  ,0.27
India   ,Uttar Pradesh                                ,Ballia                            ,2018.0 ,Ballia2018                      , 130.16667   , 949184.454018  ,0.27
India   ,Uttar Pradesh                                ,Balrampur                         ,2000.0 ,Balrampur2000                   ,  58.220001  , 351084.1089774 ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2001.0 ,Balrampur2001                   ,             , 357471.0467097 ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2002.0 ,Balrampur2002                   ,             , 369038.1836814 ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2003.0 ,Balrampur2003                   ,             , 388468.8674867 ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2004.0 ,Balrampur2004                   ,             , 407921.4919919 ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2005.0 ,Balrampur2005                   ,  64.714287  , 431731.0483276 ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2006.0 ,Balrampur2006                   ,             , 466023.3283118 ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2007.0 ,Balrampur2007                   ,             , 495889.8633084 ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2008.0 ,Balrampur2008                   ,             , 533571.8096457 ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2009.0 ,Balrampur2009                   ,             , 566760.9860888 ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2010.0 ,Balrampur2010                   ,             , 612018.7067716 ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2011.0 ,Balrampur2011                   ,             , 645131.553217  ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2012.0 ,Balrampur2012                   ,             , 673552.189347  ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2013.0 ,Balrampur2013                   ,             , 707469.104121  ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2014.0 ,Balrampur2014                   ,             , 729686.3008    ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2015.0 ,Balrampur2015                   ,             , 792048.75936   ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2016.0 ,Balrampur2016                   ,  14.888889  , 888453.00797   ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2017.0 ,Balrampur2017                   ,             , 922457.512487  ,0.2
India   ,Uttar Pradesh                                ,Balrampur                         ,2018.0 ,Balrampur2018                   ,  26.594999  , 949184.454018  ,0.2
India   ,Uttar Pradesh                                ,Banda                             ,2000.0 ,Banda2000                       ,  85.875     , 351084.1089774 ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2001.0 ,Banda2001                       ,             , 357471.0467097 ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2002.0 ,Banda2002                       , 132.2       , 369038.1836814 ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2003.0 ,Banda2003                       ,             , 388468.8674867 ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2004.0 ,Banda2004                       ,  68.333336  , 407921.4919919 ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2005.0 ,Banda2005                       , 120.44444   , 431731.0483276 ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2006.0 ,Banda2006                       ,             , 466023.3283118 ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2007.0 ,Banda2007                       ,             , 495889.8633084 ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2008.0 ,Banda2008                       ,             , 533571.8096457 ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2009.0 ,Banda2009                       ,             , 566760.9860888 ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2010.0 ,Banda2010                       ,             , 612018.7067716 ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2011.0 ,Banda2011                       ,             , 645131.553217  ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2012.0 ,Banda2012                       ,             , 673552.189347  ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2013.0 ,Banda2013                       ,             , 707469.104121  ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2014.0 ,Banda2014                       ,             , 729686.3008    ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2015.0 ,Banda2015                       ,             , 792048.75936   ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2016.0 ,Banda2016                       ,  38.912498  , 888453.00797   ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2017.0 ,Banda2017                       ,             , 922457.512487  ,0.22
India   ,Uttar Pradesh                                ,Banda                             ,2018.0 ,Banda2018                       , 106.35      , 949184.454018  ,0.22
India   ,Uttar Pradesh                                ,Barabanki                         ,2000.0 ,Barabanki2000                   ,  35.777779  , 351084.1089774 ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2001.0 ,Barabanki2001                   ,  56.0       , 357471.0467097 ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2002.0 ,Barabanki2002                   ,  74.470589  , 369038.1836814 ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2003.0 ,Barabanki2003                   ,             , 388468.8674867 ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2004.0 ,Barabanki2004                   ,             , 407921.4919919 ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2005.0 ,Barabanki2005                   ,  33.541668  , 431731.0483276 ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2006.0 ,Barabanki2006                   ,             , 466023.3283118 ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2007.0 ,Barabanki2007                   ,             , 495889.8633084 ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2008.0 ,Barabanki2008                   ,             , 533571.8096457 ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2009.0 ,Barabanki2009                   ,             , 566760.9860888 ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2010.0 ,Barabanki2010                   ,             , 612018.7067716 ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2011.0 ,Barabanki2011                   ,             , 645131.553217  ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2012.0 ,Barabanki2012                   ,             , 673552.189347  ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2013.0 ,Barabanki2013                   ,             , 707469.104121  ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2014.0 ,Barabanki2014                   ,             , 729686.3008    ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2015.0 ,Barabanki2015                   ,             , 792048.75936   ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2016.0 ,Barabanki2016                   ,  18.641666  , 888453.00797   ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2017.0 ,Barabanki2017                   ,             , 922457.512487  ,0.19
India   ,Uttar Pradesh                                ,Barabanki                         ,2018.0 ,Barabanki2018                   ,  17.218573  , 949184.454018  ,0.19
India   ,Uttar Pradesh                                ,Bareilly                          ,2000.0 ,Bareilly2000                    ,  72.73333   , 351084.1089774 ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2001.0 ,Bareilly2001                    ,             , 357471.0467097 ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2002.0 ,Bareilly2002                    ,             , 369038.1836814 ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2003.0 ,Bareilly2003                    ,             , 388468.8674867 ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2004.0 ,Bareilly2004                    ,             , 407921.4919919 ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2005.0 ,Bareilly2005                    ,  74.809998  , 431731.0483276 ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2006.0 ,Bareilly2006                    ,             , 466023.3283118 ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2007.0 ,Bareilly2007                    ,             , 495889.8633084 ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2008.0 ,Bareilly2008                    ,             , 533571.8096457 ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2009.0 ,Bareilly2009                    ,             , 566760.9860888 ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2010.0 ,Bareilly2010                    ,             , 612018.7067716 ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2011.0 ,Bareilly2011                    ,             , 645131.553217  ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2012.0 ,Bareilly2012                    ,             , 673552.189347  ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2013.0 ,Bareilly2013                    ,             , 707469.104121  ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2014.0 ,Bareilly2014                    ,             , 729686.3008    ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2015.0 ,Bareilly2015                    ,             , 792048.75936   ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2016.0 ,Bareilly2016                    ,  26.1       , 888453.00797   ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2017.0 ,Bareilly2017                    ,             , 922457.512487  ,0.27
India   ,Uttar Pradesh                                ,Bareilly                          ,2018.0 ,Bareilly2018                    ,  16.75      , 949184.454018  ,0.27
India   ,Uttar Pradesh                                ,Basti                             ,2000.0 ,Basti2000                       , 112.7       , 351084.1089774 ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2001.0 ,Basti2001                       ,             , 357471.0467097 ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2002.0 ,Basti2002                       ,             , 369038.1836814 ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2003.0 ,Basti2003                       ,             , 388468.8674867 ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2004.0 ,Basti2004                       ,  97.0       , 407921.4919919 ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2005.0 ,Basti2005                       ,  79.75      , 431731.0483276 ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2006.0 ,Basti2006                       ,             , 466023.3283118 ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2007.0 ,Basti2007                       ,             , 495889.8633084 ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2008.0 ,Basti2008                       ,             , 533571.8096457 ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2009.0 ,Basti2009                       ,             , 566760.9860888 ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2010.0 ,Basti2010                       ,             , 612018.7067716 ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2011.0 ,Basti2011                       ,             , 645131.553217  ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2012.0 ,Basti2012                       ,             , 673552.189347  ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2013.0 ,Basti2013                       ,             , 707469.104121  ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2014.0 ,Basti2014                       ,             , 729686.3008    ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2015.0 ,Basti2015                       ,             , 792048.75936   ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2016.0 ,Basti2016                       ,  31.833334  , 888453.00797   ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2017.0 ,Basti2017                       ,             , 922457.512487  ,0.31
India   ,Uttar Pradesh                                ,Basti                             ,2018.0 ,Basti2018                       ,  68.561333  , 949184.454018  ,0.31
India   ,Uttar Pradesh                                ,Bhadohi                           ,2000.0 ,Bhadohi2000                     ,  62.666668  , 351084.1089774 ,0.32
India   ,Uttar Pradesh                                ,Bhadohi                           ,2001.0 ,Bhadohi2001                     ,             , 357471.0467097 ,0.32
India   ,Uttar Pradesh                                ,Bhadohi                           ,2002.0 ,Bhadohi2002                     ,  51.25      , 369038.1836814 ,0.32
India   ,Uttar Pradesh                                ,Bhadohi                           ,2003.0 ,Bhadohi2003                     ,             , 388468.8674867 ,0.32
India   ,Uttar Pradesh                                ,Bhadohi                           ,2004.0 ,Bhadohi2004                     ,  56.5       , 407921.4919919 ,0.32
India   ,Uttar Pradesh                                ,Bhadohi                           ,2005.0 ,Bhadohi2005                     ,             , 431731.0483276 ,0.32
India   ,Uttar Pradesh                                ,Bhadohi                           ,2006.0 ,Bhadohi2006                     ,             , 466023.3283118 ,0.32
India   ,Uttar Pradesh                                ,Bhadohi                           ,2007.0 ,Bhadohi2007                     ,             , 495889.8633084 ,0.32
India   ,Uttar Pradesh                                ,Bhadohi                           ,2008.0 ,Bhadohi2008                     ,             , 533571.8096457 ,0.32
India   ,Uttar Pradesh                                ,Bhadohi                           ,2009.0 ,Bhadohi2009                     ,             , 566760.9860888 ,0.32
India   ,Uttar Pradesh                                ,Bhadohi                           ,2010.0 ,Bhadohi2010                     ,             , 612018.7067716 ,0.32
India   ,Uttar Pradesh                                ,Bhadohi                           ,2011.0 ,Bhadohi2011                     ,             , 645131.553217  ,0.32
India   ,Uttar Pradesh                                ,Bhadohi                           ,2012.0 ,Bhadohi2012                     ,             , 673552.189347  ,0.32
India   ,Uttar Pradesh                                ,Bhadohi                           ,2013.0 ,Bhadohi2013                     ,             , 707469.104121  ,0.32
India   ,Uttar Pradesh                                ,Bhadohi                           ,2014.0 ,Bhadohi2014                     ,             , 729686.3008    ,0.32
India   ,Uttar Pradesh                                ,Bhadohi                           ,2015.0 ,Bhadohi2015                     ,             , 792048.75936   ,0.32
