,year,state,district,chloride,sdp,ginivalue
5766,2006,jharkhand,khunti,97.5,88313.3580473321,0.23
5767,2007,jharkhand,khunti,61.25,107985.77685043102,0.23
5768,2008,jharkhand,khunti,60.0,103644.40755018276,0.23
5769,2009,jharkhand,khunti,128.0,113915.95362850404,0.23
5770,2010,jharkhand,khunti,83.866669,130487.88405254688,0.23
5771,2011,jharkhand,khunti,73.557503,137383.0,0.23
5772,2012,jharkhand,khunti,70.333336,149526.0,0.23
5773,2013,jharkhand,khunti,58.799999,150609.0,0.23
5774,2014,jharkhand,khunti,,170568.0,0.23
5775,2015,jharkhand,khunti,,158231.0,0.23
5776,2016,jharkhand,khunti,,176363.0,0.23
5777,2017,jharkhand,khunti,,191573.0,0.23
5778,2018,jharkhand,khunti,,208701.0,0.23
5779,2000,bihar,kishanganj,,62700.9834624032,0.24
5780,2001,bihar,kishanganj,,59105.28258805895,0.24
5781,2002,bihar,kishanganj,,66579.47914064451,0.24
5782,2003,bihar,kishanganj,,62286.13984511616,0.24
5783,2004,bihar,kishanganj,48.833332,123786.48249318644,0.24
5784,2005,bihar,kishanganj,23.700001,120702.7141776237,0.24
5785,2006,bihar,kishanganj,,141592.2454273824,0.24
5786,2007,bihar,kishanganj,45.599998,148922.3697701531,0.24
5787,2008,bihar,kishanganj,60.333332,171625.46728329768,0.24
5788,2009,bihar,kishanganj,35.5,179835.9122150076,0.24
5789,2010,bihar,kishanganj,,207295.21074574775,0.24
5790,2011,bihar,kishanganj,64.610001,228497.0,0.24
5791,2012,bihar,kishanganj,62.380001,236933.0,0.24
5792,2013,bihar,kishanganj,75.599998,246915.0,0.24
5793,2014,bihar,kishanganj,,255739.0,0.24
5794,2015,bihar,kishanganj,,269200.0,0.24
5795,2016,bihar,kishanganj,59.268856,289265.0,0.24
5796,2017,bihar,kishanganj,18.0,312605.0,0.24
5797,2018,bihar,kishanganj,31.995001,345545.0,0.24
5798,2000,karnataka,kodagu,,123475.89290822136,0.26
5799,2001,karnataka,kodagu,24.066666,125714.11024368026,0.26
5800,2002,karnataka,kodagu,17.368,132457.2141653382,0.26
5801,2003,karnataka,kodagu,,135036.8544841722,0.26
5802,2004,karnataka,kodagu,34.299999,332758.6518626028,0.26
5803,2005,karnataka,kodagu,,366994.563425254,0.26
5804,2006,karnataka,kodagu,34.0,405152.5474600871,0.26
5805,2007,karnataka,kodagu,47.363636,455994.0619254959,0.26
5806,2008,karnataka,kodagu,,488433.38238993706,0.26
5807,2009,karnataka,kodagu,50.739132,488554.19922593125,0.26
5808,2010,karnataka,kodagu,48.0,538791.629511369,0.26
5809,2011,karnataka,kodagu,,554952.0,0.26
5810,2012,karnataka,kodagu,52.347828,593192.0,0.26
5811,2013,karnataka,kodagu,37.738235,646787.0,0.26
5812,2014,karnataka,kodagu,38.163265,671283.0,0.26
5813,2015,karnataka,kodagu,,749952.0,0.26
5814,2016,karnataka,kodagu,31.267818,851394.0,0.26
5815,2017,karnataka,kodagu,39.01923,915642.0,0.26
5816,2018,karnataka,kodagu,41.774418,974815.0,0.26
5817,2000,jharkhand,koderma,,38351.464729165535,0.27
5818,2001,jharkhand,koderma,,40993.76457192431,0.27
5819,2002,jharkhand,koderma,,42141.58997993819,0.27
5820,2003,jharkhand,koderma,,45330.473350322616,0.27
5821,2004,jharkhand,koderma,50.0,90933.9477275846,0.27
5822,2005,jharkhand,koderma,,86858.23663560263,0.27
5823,2006,jharkhand,koderma,,88313.3580473321,0.27
5824,2007,jharkhand,koderma,,107985.77685043102,0.27
5825,2008,jharkhand,koderma,,103644.40755018276,0.27
5826,2009,jharkhand,koderma,115.5,113915.95362850404,0.27
5827,2010,jharkhand,koderma,216.0,130487.88405254688,0.27
5828,2011,jharkhand,koderma,200.29001,137383.0,0.27
5829,2012,jharkhand,koderma,46.0,149526.0,0.27
5830,2013,jharkhand,koderma,79.0,150609.0,0.27
5831,2014,jharkhand,koderma,,170568.0,0.27
5832,2015,jharkhand,koderma,,158231.0,0.27
5833,2016,jharkhand,koderma,,176363.0,0.27
5834,2017,jharkhand,koderma,,191573.0,0.27
5835,2018,jharkhand,koderma,,208701.0,0.27
5836,2000,nagaland,kohima,,4035.339512195122,0.21
5837,2001,nagaland,kohima,,4498.107804878049,0.21
5838,2002,nagaland,kohima,,4946.331951219512,0.21
5839,2003,nagaland,kohima,,5172.427317073171,0.21
5840,2004,nagaland,kohima,,6157.91992250565,0.21
5841,2005,nagaland,kohima,,6799.724895059735,0.21
5842,2006,nagaland,kohima,,7331.34388117533,0.21
5843,2007,nagaland,kohima,,7926.575395544074,0.21
5844,2008,nagaland,kohima,,8430.931869551177,0.21
5845,2009,nagaland,kohima,,8908.02583144979,0.21
5846,2010,nagaland,kohima,,9754.299644817565,0.21
5847,2011,nagaland,kohima,,10554,0.21
5848,2012,nagaland,kohima,,11163,0.21
5849,2013,nagaland,kohima,,11923,0.21
5850,2014,nagaland,kohima,,12406,0.21
5851,2015,nagaland,kohima,,12600,0.21
5852,2016,nagaland,kohima,,13488,0.21
5853,2017,nagaland,kohima,,14178,0.21
5854,2018,nagaland,kohima,,15055,0.21
5855,2000,assam,kokrajhar,,39496.2022342949,0.23
5856,2001,assam,kokrajhar,,40515.46682990282,0.23
5857,2002,assam,kokrajhar,,42970.36621011554,0.23
5858,2003,assam,kokrajhar,,45614.1965720407,0.23
5859,2004,assam,kokrajhar,,91169.23716052703,0.23
5860,2005,assam,kokrajhar,,93915.07735054225,0.23
5861,2006,assam,kokrajhar,,98156.54055749753,0.23
5862,2007,assam,kokrajhar,,102351.6278569508,0.23
5863,2008,assam,kokrajhar,,108448.12736398673,0.23
5864,2009,assam,kokrajhar,,118440.20310119208,0.23
5865,2010,assam,kokrajhar,,124268.10881061218,0.23
5866,2011,assam,kokrajhar,,129354,0.23
5867,2012,assam,kokrajhar,,132518,0.23
5868,2013,assam,kokrajhar,,138725,0.23
5869,2014,assam,kokrajhar,28.799999,146425,0.23
5870,2015,assam,kokrajhar,87.0,167629,0.23
5871,2016,assam,kokrajhar,27.783825,179632,0.23
5872,2017,assam,kokrajhar,,195262,0.23
5873,2018,assam,kokrajhar,,204627,0.23
5874,2000,karnataka,kolar,,123475.89290822136,0.26
5875,2001,karnataka,kolar,105.61429,125714.11024368026,0.26
5876,2002,karnataka,kolar,343.0,132457.2141653382,0.26
5877,2003,karnataka,kolar,,135036.8544841722,0.26
5878,2004,karnataka,kolar,158.0,332758.6518626028,0.26
5879,2005,karnataka,kolar,,366994.563425254,0.26
5880,2006,karnataka,kolar,156.30435,405152.5474600871,0.26
5881,2007,karnataka,kolar,175.39999,455994.0619254959,0.26
5882,2008,karnataka,kolar,,488433.38238993706,0.26
5883,2009,karnataka,kolar,106.33334,488554.19922593125,0.26
5884,2010,karnataka,kolar,175.30769,538791.629511369,0.26
5885,2011,karnataka,kolar,,554952.0,0.26
5886,2012,karnataka,kolar,248.88889,593192.0,0.26
5887,2013,karnataka,kolar,216.73914,646787.0,0.26
5888,2014,karnataka,kolar,238.0,671283.0,0.26
5889,2015,karnataka,kolar,,749952.0,0.26
5890,2016,karnataka,kolar,203.60652,851394.0,0.26
5891,2017,karnataka,kolar,232.63637,915642.0,0.26
5892,2018,karnataka,kolar,188.33684,974815.0,0.26
5893,2000,maharashtra,kolhapur,57.25,285492.42138092796,0.21
5894,2001,maharashtra,kolhapur,82.535713,295577.6704133988,0.21
5895,2002,maharashtra,kolhapur,90.35714,315961.0747709448,0.21
5896,2003,maharashtra,kolhapur,,340363.9329582936,0.21
5897,2004,maharashtra,kolhapur,90.454544,599028.1154943785,0.21
5898,2005,maharashtra,kolhapur,85.111542,685815.41856348,0.21
5899,2006,maharashtra,kolhapur,82.720001,780279.5182740722,0.21
5900,2007,maharashtra,kolhapur,70.851852,871096.2491881064,0.21
5901,2008,maharashtra,kolhapur,70.842102,884779.143581586,0.21
5902,2009,maharashtra,kolhapur,57.204166,970264.8556553777,0.21
5903,2010,maharashtra,kolhapur,,1080814.2888602451,0.21
5904,2011,maharashtra,kolhapur,,1126595,0.21
5905,2012,maharashtra,kolhapur,,1189711,0.21
5906,2013,maharashtra,kolhapur,77.800003,1267551,0.21
5907,2014,maharashtra,kolhapur,64.914284,1345341,0.21
5908,2015,maharashtra,kolhapur,58.35294,1452513,0.21
5909,2016,maharashtra,kolhapur,71.14286,1596121,0.21
5910,2017,maharashtra,kolhapur,43.081615,1661065,0.21
5911,2018,maharashtra,kolhapur,48.554684,1728578,0.21
5912,2000,westbengal,kolkata,180.39999,151670.25274630595,0.4
5913,2001,westbengal,kolkata,205.66667,162623.54624563822,0.4
5914,2002,westbengal,kolkata,341.0,168323.56252961702,0.4
5915,2003,westbengal,kolkata,,178213.80416146124,0.4
5916,2004,westbengal,kolkata,156.0,310686.6999675226,0.4
5917,2005,westbengal,kolkata,478.5,330248.80030542583,0.4
5918,2006,westbengal,kolkata,,356170.8313006164,0.4
5919,2007,westbengal,kolkata,,383881.49060919316,0.4
5920,2008,westbengal,kolkata,,399354.5969692363,0.4
5921,2009,westbengal,kolkata,,430366.20743387047,0.4
5922,2010,westbengal,kolkata,293.33334,456461.5424521131,0.4
5923,2011,westbengal,kolkata,266.5,473205,0.4
5924,2012,westbengal,kolkata,456.0,492901,0.4
5925,2013,westbengal,kolkata,85.0,503952,0.4
5926,2014,westbengal,kolkata,,515702,0.4
5927,2015,westbengal,kolkata,,546988,0.4
5928,2016,westbengal,kolkata,333.5,584911,0.4
5929,2017,westbengal,kolkata,302.15384,623787,0.4
5930,2018,westbengal,kolkata,253.92857,659288,0.4
5931,2000,kerala,kollam,81.883331,79808.12911974816,0.35
5932,2001,kerala,kollam,123.5,83795.42743673568,0.35
5933,2002,kerala,kollam,80.333336,89926.70734955807,0.35
5934,2003,kerala,kollam,,95754.78513137184,0.35
5935,2004,kerala,kollam,37.05909,194266.89820535283,0.35
5936,2005,kerala,kollam,35.650002,214150.4423028008,0.35
5937,2006,kerala,kollam,36.197498,231069.25430291385,0.35
5938,2007,kerala,kollam,28.717648,251690.7367210242,0.35
5939,2008,kerala,kollam,28.873529,267167.04617471667,0.35
5940,2009,kerala,kollam,26.660526,291324.3285363027,0.35
5941,2010,kerala,kollam,23.758139,309967.46877313964,0.35
5942,2011,kerala,kollam,34.883335,328021.0,0.35
5943,2012,kerala,kollam,29.342106,348616.0,0.35
5944,2013,kerala,kollam,28.588888,364707.0,0.35
5945,2014,kerala,kollam,33.905262,382134.0,0.35
5946,2015,kerala,kollam,30.448,411150.0,0.35
5947,2016,kerala,kollam,26.689285,443615.0,0.35
5948,2017,kerala,kollam,30.007692,473182.0,0.35
5949,2018,kerala,kollam,30.191904,510787.0,0.35
5950,2000,karnataka,koppal,731.0,123475.89290822136,0.26
5951,2001,karnataka,koppal,294.79999,125714.11024368026,0.26
5952,2002,karnataka,koppal,,132457.2141653382,0.26
5953,2003,karnataka,koppal,,135036.8544841722,0.26
5954,2004,karnataka,koppal,227.33333,332758.6518626028,0.26
5955,2005,karnataka,koppal,,366994.563425254,0.26
5956,2006,karnataka,koppal,425.21054,405152.5474600871,0.26
5957,2007,karnataka,koppal,,455994.0619254959,0.26
5958,2008,karnataka,koppal,,488433.38238993706,0.26
5959,2009,karnataka,koppal,,488554.19922593125,0.26
5960,2010,karnataka,koppal,375.72726,538791.629511369,0.26
5961,2011,karnataka,koppal,,554952.0,0.26
5962,2012,karnataka,koppal,152.875,593192.0,0.26
5963,2013,karnataka,koppal,219.34375,646787.0,0.26
5964,2014,karnataka,koppal,465.68967,671283.0,0.26
5965,2015,karnataka,koppal,,749952.0,0.26
5966,2016,karnataka,koppal,300.616,851394.0,0.26
5967,2017,karnataka,koppal,336.64706,915642.0,0.26
5968,2018,karnataka,koppal,301.51334,974815.0,0.26
5969,2000,odisha,koraput,29.270269,49818.93339866719,0.33
5970,2001,odisha,koraput,,52851.8305370443,0.33
5971,2002,odisha,koraput,33.713135,52472.052116816936,0.33
5972,2003,odisha,koraput,,60134.24831438652,0.33
5973,2004,odisha,koraput,36.544827,133986.11438993324,0.33
5974,2005,odisha,koraput,,139933.87047902113,0.33
5975,2006,odisha,koraput,,157355.39593546148,0.33
5976,2007,odisha,koraput,,170849.19512100978,0.33
5977,2008,odisha,koraput,32.415554,183688.7017215425,0.33
5978,2009,odisha,koraput,38.384617,185166.77232022237,0.33
5979,2010,odisha,koraput,,196839.58852819703,0.33
5980,2011,odisha,koraput,,204226.0,0.33
5981,2012,odisha,koraput,46.381481,216301.0,0.33
5982,2013,odisha,koraput,54.977272,233122.0,0.33
5983,2014,odisha,koraput,36.422943,235931.0,0.33
5984,2015,odisha,koraput,41.906979,253192.0,0.33
5985,2016,odisha,koraput,35.506123,293348.0,0.33
5986,2017,odisha,koraput,28.872726,316192.0,0.33
5987,2018,odisha,koraput,32.383335,338339.0,0.33
5988,2000,chhattisgarh,korba,,29509.193485674223,0.34
5989,2001,chhattisgarh,korba,37.364285,33639.05602830099,0.34
5990,2002,chhattisgarh,korba,60.81818,33070.55690473914,0.34
5991,2003,chhattisgarh,korba,,39283.15753577461,0.34
5992,2004,chhattisgarh,korba,34.0,85010.50532014725,0.34
5993,2005,chhattisgarh,korba,31.357143,86399.03557352198,0.34
5994,2006,chhattisgarh,korba,32.466667,102835.45434201977,0.34
5995,2007,chhattisgarh,korba,29.833334,111148.14951274091,0.34
