,year,state,district,chloride,sdp,ginivalue
1181,2003,uttarpradesh,basti,,220011.87912005163,0.31
1182,2004,uttarpradesh,basti,97.0,407921.1791392405,0.31
1183,2005,uttarpradesh,basti,79.75,431731.25103797467,0.31
1184,2006,uttarpradesh,basti,,466022.3453164557,0.31
1185,2007,uttarpradesh,basti,,495890.4340253165,0.31
1186,2008,uttarpradesh,basti,,533571.6164050633,0.31
1187,2009,uttarpradesh,basti,,566760.9320506329,0.31
1188,2010,uttarpradesh,basti,,612018.6082025316,0.31
1189,2011,uttarpradesh,basti,,645132.0,0.31
1190,2012,uttarpradesh,basti,,673552.0,0.31
1191,2013,uttarpradesh,basti,,707469.0,0.31
1192,2014,uttarpradesh,basti,,729686.0,0.31
1193,2015,uttarpradesh,basti,,792049.0,0.31
1194,2016,uttarpradesh,basti,31.833334,888453.0,0.31
1195,2017,uttarpradesh,basti,,922458.0,0.31
1196,2018,uttarpradesh,basti,68.561333,949184.0,0.31
1197,2000,punjab,bathinda,193.41667,74939.23947814347,0.32
1198,2001,punjab,bathinda,180.5,75915.54217697385,0.32
1199,2002,punjab,bathinda,175.41667,77208.57977323764,0.32
1200,2003,punjab,bathinda,,82029.59334316062,0.32
1201,2004,punjab,bathinda,231.53847,150374.55025659368,0.32
1202,2005,punjab,bathinda,175.78261,157747.6323300751,0.32
1203,2006,punjab,bathinda,237.36842,174760.55643236218,0.32
1204,2007,punjab,bathinda,174.04762,189894.4098783096,0.32
1205,2008,punjab,bathinda,170.26666,200421.3967894764,0.32
1206,2009,punjab,bathinda,189.41364,213223.87539693547,0.32
1207,2010,punjab,bathinda,150.18695,226995.577251856,0.32
1208,2011,punjab,bathinda,129.13043,239227.0,0.32
1209,2012,punjab,bathinda,181.5,251813.0,0.32
1210,2013,punjab,bathinda,163.71428,267515.0,0.32
1211,2014,punjab,bathinda,231.16667,278485.0,0.32
1212,2015,punjab,bathinda,147.96001,294895.0,0.32
1213,2016,punjab,bathinda,149.69231,315783.0,0.32
1214,2017,punjab,bathinda,168.37038,335057.0,0.32
1215,2018,punjab,bathinda,174.62576,353942.0,0.32
1216,2000,maharashtra,beed,119.95652,285492.42138092796,0.24
1217,2001,maharashtra,beed,140.18518,295577.6704133988,0.24
1218,2002,maharashtra,beed,139.69565,315961.0747709448,0.24
1219,2003,maharashtra,beed,35.0,340363.9329582936,0.24
1220,2004,maharashtra,beed,131.04546,599028.1154943785,0.24
1221,2005,maharashtra,beed,180.89539,685815.41856348,0.24
1222,2006,maharashtra,beed,145.81529,780279.5182740722,0.24
1223,2007,maharashtra,beed,188.9005,871096.2491881064,0.24
1224,2008,maharashtra,beed,145.52895,884779.143581586,0.24
1225,2009,maharashtra,beed,147.17647,970264.8556553777,0.24
1226,2010,maharashtra,beed,,1080814.2888602451,0.24
1227,2011,maharashtra,beed,,1126595,0.24
1228,2012,maharashtra,beed,166.88889,1189711,0.24
1229,2013,maharashtra,beed,158.78572,1267551,0.24
1230,2014,maharashtra,beed,161.735,1345341,0.24
1231,2015,maharashtra,beed,157.0,1452513,0.24
1232,2016,maharashtra,beed,222.28572,1596121,0.24
1233,2017,maharashtra,beed,147.22147,1661065,0.24
1234,2018,maharashtra,beed,105.74574,1728578,0.24
1235,2000,bihar,begusarai,87.0,62700.9834624032,0.21
1236,2001,bihar,begusarai,,59105.28258805895,0.21
1237,2002,bihar,begusarai,,66579.47914064451,0.21
1238,2003,bihar,begusarai,,62286.13984511616,0.21
1239,2004,bihar,begusarai,,123786.48249318644,0.21
1240,2005,bihar,begusarai,35.5,120702.7141776237,0.21
1241,2006,bihar,begusarai,,141592.2454273824,0.21
1242,2007,bihar,begusarai,33.360001,148922.3697701531,0.21
1243,2008,bihar,begusarai,73.333336,171625.46728329768,0.21
1244,2009,bihar,begusarai,74.222221,179835.9122150076,0.21
1245,2010,bihar,begusarai,65.833336,207295.21074574775,0.21
1246,2011,bihar,begusarai,39.57143,228497.0,0.21
1247,2012,bihar,begusarai,36.285713,236933.0,0.21
1248,2013,bihar,begusarai,93.421425,246915.0,0.21
1249,2014,bihar,begusarai,,255739.0,0.21
1250,2015,bihar,begusarai,,269200.0,0.21
1251,2016,bihar,begusarai,90.139,289265.0,0.21
1252,2017,bihar,begusarai,,312605.0,0.21
1253,2018,bihar,begusarai,,345545.0,0.21
1254,2000,karnataka,belgaum,225.76471,123475.89290822136,0.26
1255,2001,karnataka,belgaum,104.08696,125714.11024368026,0.26
1256,2002,karnataka,belgaum,151.64,132457.2141653382,0.26
1257,2003,karnataka,belgaum,,135036.8544841722,0.26
1258,2004,karnataka,belgaum,249.0,332758.6518626028,0.26
1259,2005,karnataka,belgaum,223.5,366994.563425254,0.26
1260,2006,karnataka,belgaum,371.47916,405152.5474600871,0.26
1261,2007,karnataka,belgaum,,455994.0619254959,0.26
1262,2008,karnataka,belgaum,,488433.38238993706,0.26
1263,2009,karnataka,belgaum,21.0,488554.19922593125,0.26
1264,2010,karnataka,belgaum,221.35849,538791.629511369,0.26
1265,2011,karnataka,belgaum,,554952.0,0.26
1266,2012,karnataka,belgaum,150.04445,593192.0,0.26
1267,2013,karnataka,belgaum,164.66154,646787.0,0.26
1268,2014,karnataka,belgaum,156.25,671283.0,0.26
1269,2015,karnataka,belgaum,,749952.0,0.26
1270,2016,karnataka,belgaum,218.54758,851394.0,0.26
1271,2017,karnataka,belgaum,256.86819,915642.0,0.26
1272,2018,karnataka,belgaum,204.99078,974815.0,0.26
1273,2000,madhyapradesh,betul,51.18182,85663.95716156869,0.33
1274,2001,madhyapradesh,betul,44.338097,91791.97806713408,0.33
1275,2002,madhyapradesh,betul,46.714287,87005.063307394,0.33
1276,2003,madhyapradesh,betul,,96764.9793255772,0.33
1277,2004,madhyapradesh,betul,51.789474,166392.43950471698,0.33
1278,2005,madhyapradesh,betul,104.27778,174775.328567217,0.33
1279,2006,madhyapradesh,betul,43.444443,190708.6450176887,0.33
1280,2007,madhyapradesh,betul,91.962959,199720.8751061321,0.33
1281,2008,madhyapradesh,betul,14.0,224971.1026179245,0.33
1282,2009,madhyapradesh,betul,51.599998,246297.10579599056,0.33
1283,2010,madhyapradesh,betul,57.866665,259230.23037146227,0.33
1284,2011,madhyapradesh,betul,64.652176,282371.0,0.33
1285,2012,madhyapradesh,betul,91.132202,306853.0,0.33
1286,2013,madhyapradesh,betul,71.168816,322598.0,0.33
1287,2014,madhyapradesh,betul,64.851852,339247.0,0.33
1288,2015,madhyapradesh,betul,,370716.0,0.33
1289,2016,madhyapradesh,betul,83.730766,419465.0,0.33
1290,2017,madhyapradesh,betul,60.551723,441956.0,0.33
1291,2018,madhyapradesh,betul,58.639999,482361.0,0.33
1292,2000,uttarpradesh,bhadohi,62.666668,198838.77708154044,0.24
1293,2001,uttarpradesh,bhadohi,,202456.06096170397,0.24
1294,2002,uttarpradesh,bhadohi,51.25,209007.1844987091,0.24
1295,2003,uttarpradesh,bhadohi,,220011.87912005163,0.24
1296,2004,uttarpradesh,bhadohi,56.5,407921.1791392405,0.24
1297,2005,uttarpradesh,bhadohi,,431731.25103797467,0.24
1298,2006,uttarpradesh,bhadohi,,466022.3453164557,0.24
1299,2007,uttarpradesh,bhadohi,,495890.4340253165,0.24
1300,2008,uttarpradesh,bhadohi,,533571.6164050633,0.24
1301,2009,uttarpradesh,bhadohi,,566760.9320506329,0.24
1302,2010,uttarpradesh,bhadohi,,612018.6082025316,0.24
1303,2011,uttarpradesh,bhadohi,,645132.0,0.24
1304,2012,uttarpradesh,bhadohi,,673552.0,0.24
1305,2013,uttarpradesh,bhadohi,,707469.0,0.24
1306,2014,uttarpradesh,bhadohi,,729686.0,0.24
1307,2015,uttarpradesh,bhadohi,,792049.0,0.24
1308,2016,uttarpradesh,bhadohi,11.666667,888453.0,0.24
1309,2017,uttarpradesh,bhadohi,,922458.0,0.24
1310,2018,uttarpradesh,bhadohi,77.990005,949184.0,0.24
1311,2000,telangana,bhadradrikothagudem,157.85715,,
1312,2001,telangana,bhadradrikothagudem,50.0,,
1313,2002,telangana,bhadradrikothagudem,125.25,,
1314,2003,telangana,bhadradrikothagudem,82.0,,
1315,2004,telangana,bhadradrikothagudem,186.85715,161790.06689829516,
1316,2005,telangana,bhadradrikothagudem,164.625,187774.5444577278,
1317,2006,telangana,bhadradrikothagudem,184.86667,208477.0974396334,
1318,2007,telangana,bhadradrikothagudem,170.26666,229691.84931694495,
1319,2008,telangana,bhadradrikothagudem,151.8,260994.69248203636,
1320,2009,telangana,bhadradrikothagudem,196.3125,261701.24352747787,
1321,2010,telangana,bhadradrikothagudem,207.8,307973.2512484278,
1322,2011,telangana,bhadradrikothagudem,227.875,325139.0,
1323,2012,telangana,bhadradrikothagudem,143.14285,334205.0,
1324,2013,telangana,bhadradrikothagudem,163.88889,349593.0,
1325,2014,telangana,bhadradrikothagudem,146.39999,372897.0,
1326,2015,telangana,bhadradrikothagudem,175.07692,416892.0,
1327,2016,telangana,bhadradrikothagudem,126.76471,455731.0,
1328,2017,telangana,bhadradrikothagudem,132.16667,498145.0,
1329,2018,telangana,bhadradrikothagudem,90.272728,544441.0,
1330,2000,odisha,bhadrak,199.3,49818.93339866719,0.19
1331,2001,odisha,bhadrak,,52851.8305370443,0.19
1332,2002,odisha,bhadrak,149.24471,52472.052116816936,0.19
1333,2003,odisha,bhadrak,,60134.24831438652,0.19
1334,2004,odisha,bhadrak,163.08572,133986.11438993324,0.19
1335,2005,odisha,bhadrak,,139933.87047902113,0.19
1336,2006,odisha,bhadrak,,157355.39593546148,0.19
1337,2007,odisha,bhadrak,,170849.19512100978,0.19
1338,2008,odisha,bhadrak,136.97626,183688.7017215425,0.19
1339,2009,odisha,bhadrak,14.714286,185166.77232022237,0.19
1340,2010,odisha,bhadrak,,196839.58852819703,0.19
1341,2011,odisha,bhadrak,,204226.0,0.19
1342,2012,odisha,bhadrak,20.00909,216301.0,0.19
1343,2013,odisha,bhadrak,42.944443,233122.0,0.19
1344,2014,odisha,bhadrak,126.89733,235931.0,0.19
1345,2015,odisha,bhadrak,36.789474,253192.0,0.19
1346,2016,odisha,bhadrak,100.97222,293348.0,0.19
1347,2017,odisha,bhadrak,105.9375,316192.0,0.19
1348,2018,odisha,bhadrak,208.82353,338339.0,0.19
1349,2000,bihar,bhagalpur,94.666664,62700.9834624032,0.24
1350,2001,bihar,bhagalpur,,59105.28258805895,0.24
1351,2002,bihar,bhagalpur,,66579.47914064451,0.24
1352,2003,bihar,bhagalpur,,62286.13984511616,0.24
1353,2004,bihar,bhagalpur,30.5,123786.48249318644,0.24
1354,2005,bihar,bhagalpur,112.66666,120702.7141776237,0.24
1355,2006,bihar,bhagalpur,,141592.2454273824,0.24
1356,2007,bihar,bhagalpur,99.400002,148922.3697701531,0.24
1357,2008,bihar,bhagalpur,106.3,171625.46728329768,0.24
1358,2009,bihar,bhagalpur,98.166664,179835.9122150076,0.24
1359,2010,bihar,bhagalpur,94.900002,207295.21074574775,0.24
1360,2011,bihar,bhagalpur,93.181816,228497.0,0.24
1361,2012,bihar,bhagalpur,110.375,236933.0,0.24
1362,2013,bihar,bhagalpur,106.91111,246915.0,0.24
1363,2014,bihar,bhagalpur,,255739.0,0.24
1364,2015,bihar,bhagalpur,,269200.0,0.24
1365,2016,bihar,bhagalpur,70.671997,289265.0,0.24
1366,2017,bihar,bhagalpur,,312605.0,0.24
1367,2018,bihar,bhagalpur,,345545.0,0.24
1368,2000,maharashtra,bhandara,126.4,285492.42138092796,0.24
1369,2001,maharashtra,bhandara,152.2375,295577.6704133988,0.24
1370,2002,maharashtra,bhandara,149.2381,315961.0747709448,0.24
1371,2003,maharashtra,bhandara,,340363.9329582936,0.24
1372,2004,maharashtra,bhandara,172.63637,599028.1154943785,0.24
1373,2005,maharashtra,bhandara,182.79167,685815.41856348,0.24
1374,2006,maharashtra,bhandara,190.69565,780279.5182740722,0.24
1375,2007,maharashtra,bhandara,110.55,871096.2491881064,0.24
1376,2008,maharashtra,bhandara,205.90434,884779.143581586,0.24
1377,2009,maharashtra,bhandara,141.3125,970264.8556553777,0.24
1378,2010,maharashtra,bhandara,,1080814.2888602451,0.24
1379,2011,maharashtra,bhandara,,1126595,0.24
1380,2012,maharashtra,bhandara,165.29411,1189711,0.24
1381,2013,maharashtra,bhandara,186.91304,1267551,0.24
1382,2014,maharashtra,bhandara,180.37778,1345341,0.24
1383,2015,maharashtra,bhandara,171.44444,1452513,0.24
1384,2016,maharashtra,bhandara,144.61111,1596121,0.24
1385,2017,maharashtra,bhandara,116.07906,1661065,0.24
1386,2018,maharashtra,bhandara,85.288078,1728578,0.24
1387,2000,rajasthan,bharatpur,639.09998,89371.55071037647,0.25
1388,2001,rajasthan,bharatpur,971.4231,99548.5797556526,0.25
1389,2002,rajasthan,bharatpur,962.5,87589.44980927635,0.25
1390,2003,rajasthan,bharatpur,,115459.2164519874,0.25
1391,2004,rajasthan,bharatpur,789.29633,219623.783673409,0.25
1392,2005,rajasthan,bharatpur,883.5238,234376.38095379013,0.25
1393,2006,rajasthan,bharatpur,741.63159,261962.91892931657,0.25
1394,2007,rajasthan,bharatpur,840.33331,273897.97681369574,0.25
1395,2008,rajasthan,bharatpur,817.29999,296931.6051077934,0.25
1396,2009,rajasthan,bharatpur,955.62067,314236.5616057293,0.25
1397,2010,rajasthan,bharatpur,836.45001,361436.6835150852,0.25
1398,2011,rajasthan,bharatpur,624.28003,395331.0,0.25
1399,2012,rajasthan,bharatpur,760.53333,409802.0,0.25
1400,2013,rajasthan,bharatpur,724.57141,434292.0,0.25
1401,2014,rajasthan,bharatpur,935.79999,465408.0,0.25
1402,2015,rajasthan,bharatpur,651.29169,501922.0,0.25
1403,2016,rajasthan,bharatpur,1269.3,529650.0,0.25
1404,2017,rajasthan,bharatpur,646.32001,557618.0,0.25
1405,2018,rajasthan,bharatpur,751.01788,568102.0,0.25
1406,2000,gujarat,bharuch,528.91998,118544.22579001426,0.25
1407,2001,gujarat,bharuch,460.2381,128177.97574025272,0.25
1408,2002,gujarat,bharuch,311.92856,139353.34513013638,0.25
1409,2003,gujarat,bharuch,,162562.67267255313,0.25
1410,2004,gujarat,bharuch,485.53333,272449.2629108957,0.25
1411,2005,gujarat,bharuch,437.48386,311996.4362722108,0.25
1412,2006,gujarat,bharuch,383.39285,338383.36050177214,0.25
1413,2007,gujarat,bharuch,406.14816,378395.5156254638,0.25
1414,2008,gujarat,bharuch,353.09525,394570.23835956375,0.25
1415,2009,gujarat,bharuch,419.29413,450323.76586738543,0.25
1416,2010,gujarat,bharuch,207.55556,499605.5063968227,0.25
1417,2011,gujarat,bharuch,258.38461,532809,0.25
1418,2012,gujarat,bharuch,301.58334,596659,0.25
1419,2013,gujarat,bharuch,653.60712,641489,0.25
1420,2014,gujarat,bharuch,337.90625,705629,0.25
1421,2015,gujarat,bharuch,333.38461,774775,0.25
1422,2016,gujarat,bharuch,255.75,843930,0.25
1423,2017,gujarat,bharuch,245.20689,946511,0.25
1424,2018,gujarat,bharuch,339.78946,1034399,0.25
1425,2000,gujarat,bhavnagar,555.72729,118544.22579001426,0.24
1426,2001,gujarat,bhavnagar,628.66669,128177.97574025272,0.24
1427,2002,gujarat,bhavnagar,465.13635,139353.34513013638,0.24
1428,2003,gujarat,bhavnagar,,162562.67267255313,0.24
1429,2004,gujarat,bhavnagar,589.81818,272449.2629108957,0.24
1430,2005,gujarat,bhavnagar,270.75,311996.4362722108,0.24
1431,2006,gujarat,bhavnagar,400.15152,338383.36050177214,0.24
1432,2007,gujarat,bhavnagar,460.30768,378395.5156254638,0.24
1433,2008,gujarat,bhavnagar,476.2963,394570.23835956375,0.24
1434,2009,gujarat,bhavnagar,474.39999,450323.76586738543,0.24
1435,2010,gujarat,bhavnagar,464.23077,499605.5063968227,0.24
1436,2011,gujarat,bhavnagar,513.79999,532809,0.24
1437,2012,gujarat,bhavnagar,438.85001,596659,0.24
1438,2013,gujarat,bhavnagar,441.74075,641489,0.24
1439,2014,gujarat,bhavnagar,414.35294,705629,0.24
1440,2015,gujarat,bhavnagar,368.32257,774775,0.24
1441,2016,gujarat,bhavnagar,341.88461,843930,0.24
1442,2017,gujarat,bhavnagar,426.62964,946511,0.24
1443,2018,gujarat,bhavnagar,610.45453,1034399,0.24
1444,2000,rajasthan,bhilwara,280.10526,89371.55071037647,0.24
1445,2001,rajasthan,bhilwara,270.22223,99548.5797556526,0.24
1446,2002,rajasthan,bhilwara,247.64706,87589.44980927635,0.24
1447,2003,rajasthan,bhilwara,,115459.2164519874,0.24
1448,2004,rajasthan,bhilwara,228.44,219623.783673409,0.24
1449,2005,rajasthan,bhilwara,267.14285,234376.38095379013,0.24
1450,2006,rajasthan,bhilwara,290.29999,261962.91892931657,0.24
1451,2007,rajasthan,bhilwara,331.66666,273897.97681369574,0.24
1452,2008,rajasthan,bhilwara,285.625,296931.6051077934,0.24
1453,2009,rajasthan,bhilwara,268.42856,314236.5616057293,0.24
1454,2010,rajasthan,bhilwara,509.08334,361436.6835150852,0.24
1455,2011,rajasthan,bhilwara,563.5484,395331.0,0.24
1456,2012,rajasthan,bhilwara,521.48279,409802.0,0.24
1457,2013,rajasthan,bhilwara,321.43478,434292.0,0.24
1458,2014,rajasthan,bhilwara,552.64001,465408.0,0.24
1459,2015,rajasthan,bhilwara,295.25,501922.0,0.24
1460,2016,rajasthan,bhilwara,345.73077,529650.0,0.24
1461,2017,rajasthan,bhilwara,354.59375,557618.0,0.24
1462,2018,rajasthan,bhilwara,409.25,568102.0,0.24
1463,2000,madhyapradesh,bhind,138.25926,85663.95716156869,0.19
1464,2001,madhyapradesh,bhind,252.12,91791.97806713408,0.19
1465,2002,madhyapradesh,bhind,194.91304,87005.063307394,0.19
1466,2003,madhyapradesh,bhind,,96764.9793255772,0.19
1467,2004,madhyapradesh,bhind,358.94736,166392.43950471698,0.19
1468,2005,madhyapradesh,bhind,164.10527,174775.328567217,0.19
1469,2006,madhyapradesh,bhind,203.19048,190708.6450176887,0.19
1470,2007,madhyapradesh,bhind,303.89474,199720.8751061321,0.19
1471,2008,madhyapradesh,bhind,134.63158,224971.1026179245,0.19
1472,2009,madhyapradesh,bhind,91.454544,246297.10579599056,0.19
1473,2010,madhyapradesh,bhind,136.4762,259230.23037146227,0.19
1474,2011,madhyapradesh,bhind,145.0,282371.0,0.19
1475,2012,madhyapradesh,bhind,138.26666,306853.0,0.19
1476,2013,madhyapradesh,bhind,232.10001,322598.0,0.19
1477,2014,madhyapradesh,bhind,238.29411,339247.0,0.19
1478,2015,madhyapradesh,bhind,201.94444,370716.0,0.19
1479,2016,madhyapradesh,bhind,419.5,419465.0,0.19
1480,2017,madhyapradesh,bhind,261.83334,441956.0,0.19
1481,2018,madhyapradesh,bhind,152.70589,482361.0,0.19
1482,2000,haryana,bhiwani,329.23126,63211.485191137646,0.27
1483,2001,haryana,bhiwani,,68093.70324876593,0.27
1484,2002,haryana,bhiwani,,72268.21002181151,0.27
1485,2003,haryana,bhiwani,,79377.49156239237,0.27
1486,2004,haryana,bhiwani,364.93225,147481.865369694,0.27
1487,2005,haryana,bhiwani,519.66669,160804.87167161863,0.27
1488,2006,haryana,bhiwani,426.65518,179088.29885884066,0.27
1489,2007,haryana,bhiwani,341.13635,193107.4745746674,0.27
1490,2008,haryana,bhiwani,659.0,207975.053310876,0.27
1491,2009,haryana,bhiwani,522.59375,233960.81678999265,0.27
1492,2010,haryana,bhiwani,425.73334,249822.19019322115,0.27
1493,2011,haryana,bhiwani,428.94446,271152.0,0.27
1494,2012,haryana,bhiwani,629.89288,289756.0,0.27
1495,2013,haryana,bhiwani,217.7896,314931.0,0.27
1496,2014,haryana,bhiwani,389.88889,333359.0,0.27
1497,2015,haryana,bhiwani,309.50323,372700.0,0.27
1498,2016,haryana,bhiwani,473.72726,412055.0,0.27
1499,2017,haryana,bhiwani,452.09677,434407.0,0.27
1500,2018,haryana,bhiwani,445.0,470328.0,0.27
1501,2000,bihar,bhojpur,,62700.9834624032,0.23
1502,2001,bihar,bhojpur,,59105.28258805895,0.23
1503,2002,bihar,bhojpur,,66579.47914064451,0.23
1504,2003,bihar,bhojpur,,62286.13984511616,0.23
1505,2004,bihar,bhojpur,86.5,123786.48249318644,0.23
1506,2005,bihar,bhojpur,27.799999,120702.7141776237,0.23
1507,2006,bihar,bhojpur,,141592.2454273824,0.23
1508,2007,bihar,bhojpur,57.75,148922.3697701531,0.23
1509,2008,bihar,bhojpur,45.0,171625.46728329768,0.23
1510,2009,bihar,bhojpur,81.5,179835.9122150076,0.23
1511,2010,bihar,bhojpur,49.666668,207295.21074574775,0.23
1512,2011,bihar,bhojpur,21.5,228497.0,0.23
1513,2012,bihar,bhojpur,31.76,236933.0,0.23
1514,2013,bihar,bhojpur,79.75,246915.0,0.23
1515,2014,bihar,bhojpur,,255739.0,0.23
1516,2015,bihar,bhojpur,,269200.0,0.23
1517,2016,bihar,bhojpur,41.8125,289265.0,0.23
1518,2017,bihar,bhojpur,,312605.0,0.23
1519,2018,bihar,bhojpur,,345545.0,0.23
1520,2000,madhyapradesh,bhopal,114.33334,85663.95716156869,0.46
1521,2001,madhyapradesh,bhopal,110.77778,91791.97806713408,0.46
1522,2002,madhyapradesh,bhopal,82.0,87005.063307394,0.46
1523,2003,madhyapradesh,bhopal,,96764.9793255772,0.46
1524,2004,madhyapradesh,bhopal,121.2,166392.43950471698,0.46
1525,2005,madhyapradesh,bhopal,22.0,174775.328567217,0.46
1526,2006,madhyapradesh,bhopal,93.699997,190708.6450176887,0.46
1527,2007,madhyapradesh,bhopal,158.25,199720.8751061321,0.46
1528,2008,madhyapradesh,bhopal,99.0,224971.1026179245,0.46
1529,2009,madhyapradesh,bhopal,74.875,246297.10579599056,0.46
1530,2010,madhyapradesh,bhopal,113.0,259230.23037146227,0.46
1531,2011,madhyapradesh,bhopal,108.28571,282371.0,0.46
1532,2012,madhyapradesh,bhopal,66.87114,306853.0,0.46
1533,2013,madhyapradesh,bhopal,89.028725,322598.0,0.46
1534,2014,madhyapradesh,bhopal,115.77778,339247.0,0.46
1535,2015,madhyapradesh,bhopal,,370716.0,0.46
1536,2016,madhyapradesh,bhopal,125.38461,419465.0,0.46
1537,2017,madhyapradesh,bhopal,93.666664,441956.0,0.46
1538,2018,madhyapradesh,bhopal,98.666664,482361.0,0.46
1539,2000,karnataka,bidar,87.366669,123475.89290822136,0.23
1540,2001,karnataka,bidar,45.272728,125714.11024368026,0.23
1541,2002,karnataka,bidar,53.549999,132457.2141653382,0.23
1542,2003,karnataka,bidar,,135036.8544841722,0.23
1543,2004,karnataka,bidar,103.0,332758.6518626028,0.23
1544,2005,karnataka,bidar,652.0,366994.563425254,0.23
1545,2006,karnataka,bidar,125.35294,405152.5474600871,0.23
1546,2007,karnataka,bidar,,455994.0619254959,0.23
1547,2008,karnataka,bidar,,488433.38238993706,0.23
1548,2009,karnataka,bidar,14.0,488554.19922593125,0.23
1549,2010,karnataka,bidar,131.38889,538791.629511369,0.23
1550,2011,karnataka,bidar,,554952.0,0.23
1551,2012,karnataka,bidar,252.45454,593192.0,0.23
1552,2013,karnataka,bidar,146.85715,646787.0,0.23
1553,2014,karnataka,bidar,133.63158,671283.0,0.23
1554,2015,karnataka,bidar,,749952.0,0.23
1555,2016,karnataka,bidar,136.89999,851394.0,0.23
1556,2017,karnataka,bidar,115.60606,915642.0,0.23
1557,2018,karnataka,bidar,144.425,974815.0,0.23
1558,2000,karnataka,bijapur,,123475.89290822136,0.2
1559,2001,karnataka,bijapur,,125714.11024368026,0.2
1560,2002,karnataka,bijapur,264.66666,132457.2141653382,0.2
1561,2003,karnataka,bijapur,,135036.8544841722,0.2
1562,2004,karnataka,bijapur,175.56818,332758.6518626028,0.2
1563,2005,karnataka,bijapur,162.44737,366994.563425254,0.2
1564,2006,karnataka,bijapur,272.80554,405152.5474600871,0.2
1565,2007,karnataka,bijapur,,455994.0619254959,0.2
1566,2008,karnataka,bijapur,,488433.38238993706,0.2
1567,2009,karnataka,bijapur,,488554.19922593125,0.2
1568,2010,karnataka,bijapur,324.375,538791.629511369,0.2
1569,2011,karnataka,bijapur,309.59525,554952.0,0.2
1570,2012,chhattisgarh,bijapur,256.94873,148760,0.2
1571,2013,karnataka,bijapur,288.15625,646787.0,0.2
1572,2014,karnataka,bijapur,287.07547,671283.0,0.2
1573,2015,karnataka,bijapur,,749952.0,0.2
1574,2016,karnataka,bijapur,324.14117,851394.0,0.2
1575,2017,karnataka,bijapur,277.33899,915642.0,0.2
1576,2018,karnataka,bijapur,176.20909,974815.0,0.2
1577,2000,uttarpradesh,bijnor,21.442858,198838.77708154044,0.25
1578,2000,uttarpradesh,bijnor,21.442858,198838.77708154044,0.25
1579,2001,uttarpradesh,bijnor,64.333336,202456.06096170397,0.25
1580,2001,uttarpradesh,bijnor,64.333336,202456.06096170397,0.25
1581,2002,uttarpradesh,bijnor,,209007.1844987091,0.25
1582,2002,uttarpradesh,bijnor,,209007.1844987091,0.25
1583,2003,uttarpradesh,bijnor,,220011.87912005163,0.25
1584,2003,uttarpradesh,bijnor,,220011.87912005163,0.25
1585,2004,uttarpradesh,bijnor,79.0,407921.1791392405,0.25
1586,2004,uttarpradesh,bijnor,79.0,407921.1791392405,0.25
1587,2005,uttarpradesh,bijnor,52.066666,431731.25103797467,0.25
1588,2005,uttarpradesh,bijnor,52.066666,431731.25103797467,0.25
1589,2006,uttarpradesh,bijnor,,466022.3453164557,0.25
1590,2006,uttarpradesh,bijnor,,466022.3453164557,0.25
1591,2007,uttarpradesh,bijnor,,495890.4340253165,0.25
1592,2007,uttarpradesh,bijnor,,495890.4340253165,0.25
1593,2008,uttarpradesh,bijnor,,533571.6164050633,0.25
1594,2008,uttarpradesh,bijnor,,533571.6164050633,0.25
1595,2009,uttarpradesh,bijnor,,566760.9320506329,0.25
1596,2009,uttarpradesh,bijnor,,566760.9320506329,0.25
1597,2010,uttarpradesh,bijnor,,612018.6082025316,0.25
1598,2010,uttarpradesh,bijnor,,612018.6082025316,0.25
1599,2011,uttarpradesh,bijnor,,645132.0,0.25
1600,2011,uttarpradesh,bijnor,,645132.0,0.25
1601,2012,uttarpradesh,bijnor,,673552.0,0.25
1602,2012,uttarpradesh,bijnor,,673552.0,0.25
1603,2013,uttarpradesh,bijnor,,707469.0,0.25
1604,2013,uttarpradesh,bijnor,,707469.0,0.25
1605,2014,uttarpradesh,bijnor,,729686.0,0.25
1606,2014,uttarpradesh,bijnor,,729686.0,0.25
1607,2015,uttarpradesh,bijnor,,792049.0,0.25
1608,2015,uttarpradesh,bijnor,,792049.0,0.25
1609,2016,uttarpradesh,bijnor,49.0,888453.0,0.25
1610,2016,uttarpradesh,bijnor,49.0,888453.0,0.25
1611,2017,uttarpradesh,bijnor,,922458.0,0.25
1612,2017,uttarpradesh,bijnor,,922458.0,0.25
1613,2018,uttarpradesh,bijnor,26.033333,949184.0,0.25
1614,2018,uttarpradesh,bijnor,26.033333,949184.0,0.25
1615,2000,rajasthan,bikaner,463.75,89371.55071037647,0.29
1616,2001,rajasthan,bikaner,391.04166,99548.5797556526,0.29
1617,2002,rajasthan,bikaner,616.77271,87589.44980927635,0.29
1618,2003,rajasthan,bikaner,,115459.2164519874,0.29
1619,2004,rajasthan,bikaner,705.18604,219623.783673409,0.29
1620,2005,rajasthan,bikaner,1099.3684,234376.38095379013,0.29
1621,2006,rajasthan,bikaner,403.33334,261962.91892931657,0.29
1622,2007,rajasthan,bikaner,737.0,273897.97681369574,0.29
1623,2008,rajasthan,bikaner,314.65625,296931.6051077934,0.29
1624,2009,rajasthan,bikaner,393.76923,314236.5616057293,0.29
1625,2010,rajasthan,bikaner,434.28571,361436.6835150852,0.29
1626,2011,rajasthan,bikaner,427.875,395331.0,0.29
